peptide,type
XP_015647040,KIN
XP_015626289,KIN
XP_015626288,KIN
NP_001323365,KIN
XP_015617878,RLK
XP_004235787,KIN
XP_004235780,KIN
NP_849570,KIN
NP_199318,TNL
NP_001327992,KIN
NP_001322741,RLP
NP_001327991,KIN
NP_198758,KIN
NP_197926,KIN
NP_198755,RLK
NP_974894,TNL
XP_004252067,CK
XP_004252061,RLK
NP_001323295,CK
NP_001323294,KIN
NP_190932,CK
XP_015638933,RLP
NP_568675,CN
XP_004247083,RLK
XP_025878943,CN
NP_192363,KIN
NP_973801,KIN
XP_015614834,KIN
XP_025878247,CN
XP_019071227,RLK
NP_001319937,TNL
NP_001329136,RLK
NP_001329137,RLK
XP_010326255,RLK
XP_010326251,RLK
NP_001329842,KIN
NP_001329840,KIN
NP_001329845,CK
XP_015640098,RLP
XP_004238437,KIN
XP_004238436,KIN
XP_025878732,RLP
XP_025878736,RLP
XP_025878734,RLP
XP_015632880,RLK
XP_025878249,CN
NP_001328465,KIN
NP_001320922,KIN
XP_025878248,CN
XP_015651304,KIN
XP_015651306,KIN
XP_019068848,N
NP_001320921,KIN
XP_010314572,KIN
NP_001331523,RLK
XP_015630839,KIN
XP_004236002,L
NP_001320719,RLK
NP_564955,KIN
XP_010327694,KIN
XP_015649113,CN
NP_565419,KIN
NP_973403,KIN
NP_192585,CTNL
NP_563631,KIN
XP_015618739,CNL
XP_019067577,RLK
XP_010318657,CK
XP_010318656,CK
XP_015621543,KIN
XP_015634339,KIN
XP_004252661,KIN
XP_004252662,KIN
XP_004252665,KIN
NP_001326545,KIN
XP_019067712,NL
XP_015638339,RLK
NP_176076,T
NP_001326542,KIN
NP_176078,NL
XP_015631308,KIN
XP_015631309,KIN
NP_188719,KIN
NP_188718,RLP
NP_187535,KIN
XP_015624473,CN
XP_015611213,CK
XP_015611210,CK
XP_025886985,KIN
XP_025886984,KIN
XP_015619021,KIN
NP_001030880,KIN
NP_001333682,KIN
XP_004242751,KIN
NP_001318574,RLK
XP_015619123,KIN
NP_001154240,L
NP_001154241,L
XP_015646233,RLK
XP_004234153,RLK
NP_001190047,KIN
NP_001031820,KIN
NP_176925,KIN
XP_015617682,NL
NP_001318417,KIN
XP_019069317,N
NP_001322028,T
NP_177036,KIN
NP_001322025,TNL
NP_193055,KIN
XP_015625709,KIN
XP_025888603,RLK
NP_181242,RLK
NP_001320081,KIN
XP_004236793,KIN
XP_015621846,KIN
XP_015621848,KIN
NP_001332379,KIN
XP_010319224,RLK
XP_010319220,KIN
XP_015633767,N
XP_015618290,N
XP_015633768,N
XP_010320968,RLK
XP_015648180,RLK
NP_001330138,TNL
XP_015610825,RLK
NP_191980,KIN
NP_191981,KIN
XP_010322429,KIN
XP_004243664,KIN
XP_004243665,KIN
NP_175713,KIN
XP_025883917,TNL
NP_175862,KIN
XP_015616995,NL
XP_010325990,KIN
XP_010325991,KIN
XP_015647981,NL
XP_025883918,TNL
XP_025879851,RLK
XP_004233647,KIN
NP_190237,CN
NP_199363,N
NP_199365,CN
XP_025882962,N
XP_015621710,KIN
XP_015621712,RLK
XP_010313792,RLP
NP_199305,T
XP_010313797,RLP
XP_010313795,RLP
NP_201166,KIN
XP_019071693,KIN
XP_015628490,KIN
XP_019070616,N
NP_194060,KIN
NP_194061,KIN
NP_194062,KIN
NP_195338,TNL
NP_195337,TNL
XP_010313240,KIN
XP_010314215,TNL
XP_010313531,KIN
XP_010313530,KIN
XP_004237548,KIN
NP_001318824,KIN
NP_001185027,KIN
XP_015634811,KIN
XP_004238593,KIN
XP_015634812,CK
NP_001329659,NL
XP_004245544,RLK
NP_001319765,RLK
NP_001265893,KIN
XP_025877490,KIN
XP_015612757,CNL
XP_015648331,KIN
XP_015648458,KIN
XP_015629545,CK
XP_004238902,KIN
NP_172127,KIN
XP_025878079,KIN
XP_025878076,KIN
XP_025878077,KIN
XP_004238776,KIN
XP_025877499,CN
XP_025878073,KIN
XP_025876921,RLK
XP_025876922,RLK
XP_015620001,NL
XP_025876927,KIN
XP_025875748,RLK
XP_025886865,N
XP_004232684,RLK
XP_025875742,KIN
XP_025875745,KIN
NP_196324,KIN
XP_004245154,RLK
NP_001319394,KIN
NP_001320504,KIN
XP_015620143,KIN
NP_001320506,KIN
NP_001320507,KIN
NP_001320502,CNL
XP_010316636,KIN
XP_004231263,RLP
XP_004236942,KIN
NP_001320508,KIN
NP_001320509,KIN
XP_010317542,RLK
NP_565568,KIN
NP_001330266,KIN
NP_001319412,KIN
XP_015611020,KIN
NP_001189646,KIN
XP_015634673,RLP
NP_001319411,KIN
XP_010318631,KIN
XP_015637892,RLK
XP_015637893,RLK
XP_025887447,KIN
XP_025881332,KIN
NP_187187,RLP
XP_004249819,RLK
XP_015628221,KIN
XP_025877522,RLP
XP_025877520,KIN
NP_187188,RLP
NP_851172,TNL
XP_025877811,CN
NP_001321382,TNL
XP_025876938,N
XP_004229011,CK
XP_025876213,KIN
XP_025876210,KIN
XP_025876211,KIN
XP_015642234,KIN
XP_025876214,KIN
XP_015615100,RLK
NP_199673,CN
XP_025877290,N
NP_176717,RLP
NP_001321901,RLK
NP_001321900,RLK
NP_176718,T
XP_004230681,KIN
XP_004245841,KIN
NP_001330137,TNL
NP_201492,NL
NP_201490,CNL
NP_201491,CNL
XP_010320570,N
XP_015637329,KIN
XP_015642583,RLP
XP_015622427,RLK
XP_015622426,KIN
XP_015622425,KIN
NP_001154443,TNL
XP_015617850,N
XP_015617851,N
XP_015617855,N
NP_001326042,KIN
NP_192042,KIN
NP_001326040,KIN
NP_192046,KIN
NP_197270,TNL
NP_181728,KIN
XP_015634310,KIN
NP_188090,KIN
NP_181050,KIN
XP_025877144,RLK
XP_015622396,RLK
XP_025877146,CNL
NP_001185438,CK
XP_015614505,KIN
NP_001185432,CK
XP_015619827,CN
XP_015619826,CN
NP_001190389,KIN
NP_001185434,KIN
NP_172685,CNL
XP_004243419,RLP
NP_001190363,L
XP_004243414,KIN
XP_015612556,NL
XP_004245714,RLK
XP_004253155,N
NP_001328190,KIN
XP_015612906,N
XP_015612905,N
XP_025882160,CN
NP_001323260,CK
NP_001317655,RLP
XP_010326505,KIN
NP_001324503,KIN
NP_001324504,KIN
NP_001328902,RLP
NP_001332565,KIN
NP_001322768,RLK
NP_001322769,RLK
NP_001328449,TNL
NP_001328448,TNL
XP_025878245,KIN
NP_001322832,KIN
XP_025881669,RLK
NP_001328445,TNL
NP_001328444,TNL
NP_001328447,TNL
NP_001328446,TNL
XP_015627603,KIN
NP_199420,KIN
XP_015630976,RLP
XP_015632180,RLK
XP_025887048,CN
XP_019068112,N
XP_015639441,KIN
NP_563921,CL
NP_180094,KIN
XP_015617689,RLK
NP_001322950,KIN
XP_015617687,CN
NP_001322953,KIN
XP_015617680,CN
XP_015630811,KIN
XP_015630813,KIN
XP_015630812,KIN
NP_001322954,KIN
XP_015616627,KIN
XP_015611905,KIN
XP_015611902,KIN
XP_015611903,KIN
NP_179361,KIN
XP_010322422,KIN
XP_015644324,KIN
NP_172719,KIN
XP_004238904,KIN
XP_004238901,KIN
XP_004238903,KIN
XP_015613235,CK
XP_015612015,N
NP_001329318,RLK
XP_004239368,RLP
XP_010317159,KIN
XP_004239367,TNL
NP_171622,KIN
XP_015616482,N
XP_015616480,N
XP_015616481,N
NP_001321121,KIN
XP_015616487,NL
XP_015616484,N
XP_015616485,N
NP_001331508,KIN
NP_001331509,KIN
NP_001331506,KIN
NP_001331507,KIN
NP_001331505,KIN
NP_001331502,CN
NP_001331503,CNL
XP_015634318,RLP
NP_173197,CK
NP_001330888,CK
XP_004237189,CN
XP_015622953,RLK
NP_001330674,KIN
NP_001330673,KIN
XP_015622954,RLK
XP_015635807,RLK
XP_015650589,KIN
NP_191428,KIN
XP_015650581,KIN
XP_004246893,KIN
XP_015619598,N
NP_188771,RLK
XP_015631496,RLK
XP_015637400,KIN
XP_010324289,KIN
XP_015619838,CNL
XP_015611270,KIN
XP_015611274,CK
NP_192210,RLP
XP_010316202,KIN
XP_015625350,RLP
XP_025876029,RLK
NP_001318594,KIN
NP_001318593,TNL
XP_004246420,CK
NP_001322220,KIN
NP_001319189,CK
XP_025883021,CN
XP_025883022,CN
XP_025888595,KIN
XP_004231741,KIN
XP_004230467,KIN
NP_001322593,KIN
NP_001322592,KIN
NP_001322595,KIN
NP_001322594,KIN
NP_193038,KIN
NP_193036,KIN
NP_181913,KIN
NP_850942,RLK
NP_850760,KIN
XP_015615596,CNL
XP_010318079,RLK
XP_010318078,RLK
NP_566745,CK
NP_001190794,CK
XP_004243061,RLP
NP_197291,CTNL
XP_025883684,KIN
XP_010320900,N
XP_010320901,N
NP_191271,KIN
NP_201539,KIN
XP_015615707,CN
XP_015615372,KIN
XP_004241510,KIN
XP_004239628,CK
XP_025885359,KIN
XP_004239626,KIN
XP_015644519,CN
XP_015644518,CN
XP_015644513,NL
XP_025885689,CNL
XP_015644515,NL
XP_015644514,NL
XP_004237171,N
XP_004237172,RLK
NP_974689,KIN
XP_015628925,KIN
NP_175849,RLP
XP_015631965,RLK
NP_190217,RLK
NP_001328835,KIN
NP_001328836,KIN
NP_194269,CK
NP_001328838,KIN
NP_001328839,KIN
XP_025887269,KIN
XP_025887268,KIN
XP_025882084,N
NP_199303,CT
NP_199300,TNL
NP_001324333,KIN
NP_001324332,KIN
NP_001324331,KIN
NP_001324330,KIN
XP_025880761,L
NP_191164,KIN
XP_015624928,KIN
XP_015624929,KIN
XP_004251533,N
NP_175599,KIN
NP_175598,RLK
NP_201142,KIN
NP_175595,RLK
NP_175594,RLK
NP_175597,RLK
XP_025880315,KIN
NP_175591,RLK
NP_175593,RLK
NP_175592,RLK
XP_015622185,RLK
XP_015622186,RLK
NP_001331339,KIN
NP_001331338,KIN
NP_194082,T
NP_001307224,KIN
XP_015617051,CNL
XP_015641486,RLK
XP_004232049,KIN
XP_015617234,RLP
XP_025886138,RLK
NP_200817,KIN
NP_200816,KIN
XP_025880833,RLK
NP_001318835,KIN
XP_025886137,KIN
XP_015643426,RLK
XP_015643427,RLK
XP_025880834,RLK
NP_172455,KIN
XP_004246956,RLK
NP_001190886,KIN
NP_175336,RLK
XP_015636883,N
NP_001307817,KIN
XP_015639780,KIN
XP_025876906,CN
XP_025876907,N
XP_025876904,N
XP_015620020,KIN
XP_025879450,KIN
XP_025879456,KIN
XP_015635476,KIN
XP_015635471,KIN
XP_015635472,KIN
XP_015644065,N
XP_015625295,KIN
XP_015625294,KIN
XP_015625297,KIN
NP_196300,RLK
XP_015625291,KIN
XP_015625290,KIN
XP_015625293,KIN
NP_196304,RLP
XP_015641680,L
XP_015639169,RLK
XP_015620121,KIN
NP_001320522,KIN
NP_001320523,KIN
XP_015644068,N
XP_015630172,RLK
NP_001320524,KIN
NP_001077688,KIN
NP_001330240,CLK
XP_015638781,KIN
XP_015616547,RLP
XP_015616012,CN
XP_015616540,KIN
NP_564635,KIN
NP_193872,KIN
NP_173271,KIN
NP_173275,CK
XP_004252782,KIN
XP_015642171,KIN
XP_015642177,KIN
XP_015642176,KIN
XP_004243854,KIN
XP_025877505,KIN
XP_025877504,CK
XP_004243853,KIN
XP_004243852,KIN
XP_025877509,CN
XP_025877508,CN
XP_015643883,RLK
NP_001118974,KIN
XP_015617491,CN
XP_025876271,RLK
XP_025876278,RLK
XP_015636432,RLK
XP_015650886,CN
XP_015636437,RLK
NP_179901,KIN
XP_025888905,KIN
XP_025888902,KIN
XP_004237363,KIN
XP_025883769,RLK
XP_015621427,KIN
XP_004233870,CN
XP_004233876,NL
XP_015617838,N
XP_015648945,KIN
XP_015648947,KIN
XP_015643220,KIN
XP_015643221,KIN
XP_015648942,CK
NP_001190166,RLP
XP_010316077,KIN
XP_010316078,KIN
XP_015615786,CNL
XP_015636421,KIN
NP_190971,KIN
XP_015614564,KIN
NP_001190303,KIN
XP_025884479,N
NP_177170,KIN
NP_001319971,TNL
NP_001319970,CTNL
NP_001319973,N
NP_001319972,CNT
XP_015644381,N
XP_015612920,KIN
XP_004247590,RLP
NP_001320323,N
XP_015627048,RLK
NP_174673,RLK
XP_025886303,CK
NP_001330805,KIN
NP_001330806,KIN
NP_001321709,KIN
NP_193778,RLK
NP_001078300,KIN
NP_001327330,KIN
XP_015632844,KIN
XP_015627626,KIN
XP_015627627,KIN
XP_025881829,RLK
NP_199116,CLK
XP_019068138,KIN
NP_567170,KIN
XP_010318223,RLK
NP_567172,KIN
XP_015633426,KIN
XP_015613030,KIN
XP_015613031,KIN
XP_015613033,KIN
XP_015613785,KIN
NP_001302425,CLK
NP_001307141,KIN
XP_025877615,CNL
XP_025875694,N
XP_015645319,RLP
XP_015649159,KIN
NP_179344,KIN
XP_004244023,RLK
XP_015644304,RLP
XP_004251495,KIN
XP_015644303,RLP
XP_015649157,KIN
XP_004238963,RLP
XP_015613259,RLK
XP_004238960,N
XP_025884811,KIN
XP_015647644,CN
XP_015612077,CK
XP_015612076,CK
XP_015617554,KIN
XP_010320359,KIN
XP_010320358,KIN
XP_004239381,RLK
XP_015650075,KIN
XP_025879166,N
XP_004239388,CN
XP_015650070,KIN
XP_015650073,KIN
XP_015650072,KIN
NP_001321144,RLK
XP_004232455,RLP
XP_010315011,CN
NP_172597,KIN
XP_015631163,KIN
NP_172844,RLP
XP_015634993,CL
XP_015625990,KIN
XP_015625991,KIN
NP_001331072,CN
NP_001331070,CN
NP_001331071,CN
XP_015625998,KIN
XP_015625999,KIN
XP_025887895,KIN
NP_001321004,KIN
NP_001321002,KIN
NP_565489,RLK
NP_196798,RLP
NP_188759,KIN
XP_015634192,KIN
NP_001190949,KIN
XP_010323715,RLK
XP_010323716,RLK
XP_015612789,CNL
NP_180565,KIN
XP_015643945,KIN
NP_192232,KIN
XP_010321400,CN
XP_015643946,KIN
XP_004230585,KIN
NP_192235,RLP
XP_015643942,KIN
XP_015619063,RLP
NP_001318028,CN
NP_001319214,RLK
XP_015610788,KIN
XP_004238031,KIN
XP_015619636,NL
NP_001319212,CK
NP_001319213,CN
XP_015610787,KIN
XP_015610786,KIN
XP_004248828,KIN
XP_025878510,KIN
XP_025876043,KIN
XP_025876042,RLK
XP_004247833,CK
NP_001077742,N
XP_025877315,KIN
XP_025877316,KIN
XP_025877317,KIN
XP_025877311,KIN
XP_025877318,KIN
XP_025877319,KIN
NP_001234504,KIN
XP_015634738,RLP
XP_015634734,KIN
NP_189395,KIN
NP_189393,KIN
XP_025888028,KIN
NP_001332721,RLK
NP_001332720,RLK
XP_025878856,RLK
XP_010319615,KIN
XP_004234110,RLP
XP_025888025,KIN
XP_025888026,KIN
XP_015637428,CK
NP_001031863,CK
NP_001325270,KIN
XP_015630342,CK
NP_001323435,RLK
XP_015630430,KIN
NP_567412,RLP
XP_004235609,KIN
NP_178999,RLK
XP_015639966,KIN
XP_015639967,KIN
XP_015639968,KIN
XP_015639969,KIN
XP_015646899,KIN
XP_015646896,KIN
XP_004243044,NL
XP_004243045,N
XP_015618251,KIN
XP_015618250,KIN
NP_974331,KIN
XP_010325400,KIN
NP_180081,KIN
XP_010320928,KIN
XP_015615313,CNL
XP_025882319,CN
NP_001323154,CK
NP_001323155,NL
XP_015640335,KIN
NP_565070,KIN
XP_015640333,KIN
XP_015640332,KIN
XP_015616396,CN
NP_001078797,KIN
NP_179112,RLP
XP_025883959,CN
XP_025883958,CN
XP_015649813,KIN
XP_015626059,CK
XP_015649815,KIN
XP_015644537,KIN
XP_015649816,KIN
XP_015644538,KIN
XP_025883403,N
NP_198181,KIN
XP_025879819,CN
XP_025879818,CN
XP_004237111,KIN
XP_015622210,KIN
XP_025879817,CN
NP_194246,CK
NP_199320,T
NP_199321,T
NP_199322,CT
NP_190892,RLP
XP_010315618,RLK
XP_010315619,RLK
NP_001321796,KIN
NP_001321797,KIN
NP_001321794,KIN
NP_001321795,KIN
NP_198983,KIN
XP_015617401,RLP
NP_198989,TNL
NP_198988,KIN
XP_025884979,TNL
XP_015617402,RLP
XP_015617036,KIN
XP_015617037,KIN
XP_015649042,CN
XP_015614048,CK
XP_015614049,CK
XP_015614046,CK
XP_010322386,KIN
NP_172693,CNL
NP_172692,CN
XP_019071434,KIN
NP_188563,RLP
NP_001328764,KIN
NP_001328765,KIN
NP_001322352,RLP
XP_015617786,CN
XP_015617784,RLK
XP_004236648,KIN
XP_015617780,KIN
XP_015617788,CN
XP_015651286,KIN
XP_025880811,KIN
NP_200836,KIN
NP_200835,KIN
XP_015643444,KIN
XP_015629504,KIN
XP_015643447,KIN
NP_001329140,RLK
NP_200839,KIN
NP_200838,KIN
XP_004238738,RLK
XP_010320925,CN
XP_004246978,KIN
XP_025881369,KIN
NP_563887,KIN
NP_001330009,RLK
XP_004247628,KIN
NP_191329,KIN
XP_015616786,KIN
NP_001332532,KIN
XP_010312629,RLK
NP_001332531,KIN
XP_010312154,KIN
NP_566341,KIN
NP_179523,RLP
NP_001031652,N
XP_004236236,RLK
XP_004241379,KIN
XP_010317051,KIN
XP_025882158,CN
NP_001233767,KIN
XP_015611063,KIN
XP_015611067,KIN
XP_010322650,CK
XP_010322651,CK
XP_025876780,KIN
XP_025876781,KIN
NP_173253,KIN
NP_173254,KIN
XP_015644160,N
XP_004247132,RLK
XP_015642153,KIN
XP_015644161,N
NP_195809,RLK
NP_001323933,RLP
XP_015621318,CK
XP_015645461,KIN
XP_015645462,KIN
NP_195801,KIN
XP_015621316,CK
XP_015621317,KIN
NP_195805,KIN
XP_015621312,KIN
XP_025882154,CN
XP_025877210,CN
XP_025875785,CNL
NP_849834,CK
XP_025875786,L
NP_001118772,TNL
XP_015617052,CNL
XP_025876521,KIN
NP_187499,KIN
NP_001331841,CL
XP_015624357,RLK
XP_025877789,CN
XP_015624354,RLK
XP_015624350,CN
NP_176756,KIN
NP_001321940,KIN
XP_004230174,KIN
NP_001326266,KIN
NP_001321945,KIN
NP_001321944,KIN
XP_004246170,CL
NP_181541,KIN
XP_004237344,N
NP_181898,KIN
NP_850049,RLK
XP_004250999,KIN
XP_015617817,KIN
XP_015617810,CN
NP_001326087,RLP
NP_001326086,RLP
NP_001326085,RLP
NP_001326084,RLP
NP_001326083,RLP
XP_004230391,RLK
NP_001326081,KIN
NP_001318254,KIN
XP_004240568,KIN
XP_004240569,KIN
NP_001319029,TN
NP_001328834,KIN
NP_190214,KIN
XP_004242506,KIN
NP_001330781,KIN
NP_190952,KIN
NP_199304,T
XP_015619860,KIN
NP_190218,RLK
XP_004246211,KIN
NP_189183,RLK
XP_025884455,RLP
NP_001327688,KIN
NP_177157,RLK
XP_025888307,CNL
XP_004234010,KIN
NP_001031017,KIN
NP_194180,RLP
XP_015627024,KIN
XP_015621734,KIN
NP_001031013,KIN
XP_004238957,N
XP_010326545,KIN
NP_001320307,N
XP_015628036,KIN
XP_004230827,RLK
NP_001154757,TNL
NP_171802,N
NP_001326622,CK
NP_001329232,KIN
XP_010316819,RLK
NP_001332097,N
NP_001332096,N
XP_015633621,KIN
NP_197987,CK
XP_004234499,KIN
NP_176313,CNL
NP_199463,TNL
XP_004233143,RLP
XP_015631242,KIN
XP_010315429,KIN
XP_015632865,RLK
XP_010315427,KIN
XP_010315426,KIN
NP_199469,KIN
XP_015637938,KIN
XP_015640787,N
NP_001320422,KIN
XP_010325368,KIN
XP_010326812,RLK
XP_010326813,KIN
XP_015648777,KIN
XP_015623123,KIN
XP_025875902,CNL
NP_001329689,KIN
XP_015626444,KIN
XP_010322463,KIN
XP_010327142,KIN
XP_015649172,RLK
XP_010322464,KIN
XP_004251472,KIN
XP_015623257,KIN
XP_015623256,KIN
XP_025875905,KIN
NP_178330,RLK
XP_015641786,KIN
XP_004238948,CN
XP_015628041,KIN
XP_019069438,CN
NP_171661,KIN
NP_001329355,KIN
NP_001324101,KIN
XP_004231319,RLP
XP_004237919,RLP
XP_004232433,CNL
XP_015638423,RLK
XP_015617419,N
XP_015613907,KIN
NP_565925,KIN
XP_015646640,RLK
NP_001190928,KIN
XP_025881773,CNL
XP_015617050,CNL
XP_010323736,RLP
XP_015617570,RLK
XP_025888169,RLP
XP_025888168,RLP
XP_015616225,RLP
XP_015625313,RLK
XP_004238057,KIN
NP_001319237,KIN
NP_001326544,KIN
XP_004247815,RLK
NP_001320487,KIN
NP_176290,CK
NP_001320953,RLP
XP_025876068,KIN
NP_001077769,TNL
NP_001077768,NL
NP_001320959,CNL
NP_001326543,KIN
XP_025877332,N
NP_001234561,KIN
NP_001326540,KIN
XP_025877338,CN
NP_001326541,KIN
NP_001030790,KIN
NP_177363,RLK
XP_015627818,CNL
NP_001118899,KIN
XP_025888551,KIN
XP_015620847,N
XP_015618684,KIN
XP_015618685,KIN
XP_015612610,RLK
XP_004235663,KIN
XP_004235662,KIN
NP_851053,KIN
NP_001322088,KIN
NP_189510,KIN
NP_001322087,KIN
XP_004252573,RLK
XP_004241084,RLK
XP_015647539,CNL
XP_004243022,KIN
XP_015633292,RLK
NP_974311,RLK
NP_974312,RLK
NP_173489,KIN
NP_001118546,KIN
XP_004233445,RLP
NP_001323131,RLK
XP_015615335,N
XP_004233440,KIN
XP_015615337,N
XP_015615336,N
NP_001234725,KIN
NP_179132,RLK
NP_001078773,KIN
XP_025885641,RLK
NP_179134,RLP
NP_001078779,KIN
NP_001320280,KIN
XP_004252105,N
NP_850677,CNL
XP_004233627,KIN
XP_004233626,KIN
NP_001321483,RLK
XP_019068849,N
XP_004243493,N
XP_019071638,N
XP_019071639,N
NP_001319837,KIN
XP_004244035,KIN
NP_568405,CK
XP_015651122,CNL
NP_001185332,KIN
XP_004246027,RLK
XP_015649692,CN
NP_001234457,KIN
NP_001318839,RLK
XP_025884990,CN
XP_025884991,CN
XP_025884992,CN
XP_025884993,CN
NP_001319784,KIN
NP_001190589,CK
NP_174683,RLK
XP_025886136,RLK
NP_174038,TNL
XP_015651262,KIN
XP_015651260,KIN
XP_015651268,KIN
XP_010313778,L
XP_015615069,NL
NP_195176,KIN
NP_195170,KIN
XP_015615068,N
NP_172415,KIN
XP_025876153,KIN
NP_196476,CK
XP_025881346,KIN
XP_019070585,CK
XP_015639740,KIN
XP_025882928,KIN
NP_190619,KIN
XP_015639748,KIN
XP_015639749,KIN
XP_025882927,KIN
XP_025882926,KIN
XP_015620067,CL
NP_199705,RLK
NP_001330026,KIN
NP_001330027,KIN
NP_001266007,CK
NP_001330028,KIN
NP_001330029,N
XP_015616767,N
NP_191872,RLP
XP_010327288,KIN
XP_015616760,KIN
XP_010313803,RLP
XP_010313802,RLP
XP_010313800,RLP
NP_196615,CK
NP_566630,KIN
NP_001320566,TNL
XP_019068401,KIN
XP_004231576,KIN
NP_001320568,CK
NP_001320569,KIN
XP_010318713,L
XP_010318714,L
XP_004241281,KIN
XP_015616509,CK
XP_015649432,RLK
XP_004229213,KIN
NP_001324582,KIN
NP_173233,KIN
XP_025887423,KIN
XP_025887424,KIN
XP_025880347,KIN
XP_025880430,KIN
XP_015640963,KIN
XP_004239372,KIN
XP_015645446,KIN
XP_015645445,KIN
NP_195827,KIN
XP_015623783,KIN
XP_025877825,NL
XP_004231393,RLP
XP_015645992,RLK
XP_015638654,KIN
XP_015621252,KIN
XP_025880368,CK
NP_001321211,KIN
NP_001321210,KIN
NP_001321969,KIN
NP_001321968,KIN
NP_001326539,KIN
NP_001322393,KIN
NP_187741,CL
XP_015648905,RLP
XP_004228922,KIN
XP_004228923,KIN
NP_001319002,RLK
XP_025877101,CN
XP_015614218,KIN
XP_004247008,RLK
NP_176870,KIN
NP_001185106,KIN
XP_015614213,KIN
XP_015614212,KIN
NP_849362,KIN
NP_001322432,RLP
NP_177137,KIN
NP_177131,CK
NP_177420,CK
NP_197437,KIN
XP_015626201,KIN
NP_177429,TNL
NP_177428,CNT
XP_015627006,NL
XP_015627004,NL
XP_015627005,NL
XP_015627002,NL
XP_015627003,NL
XP_015627000,NL
XP_015627001,NL
XP_025882102,RLP
NP_567204,KIN
NP_001318669,KIN
XP_010314719,CK
XP_010315404,KIN
NP_568893,KIN
XP_025879634,CK
NP_196305,L
XP_015625292,KIN
NP_201301,KIN
XP_015613077,KIN
XP_004240969,TRAN
NP_001328178,KIN
XP_010325611,KIN
XP_010325610,KIN
NP_001328177,KIN
XP_010321824,CL
XP_015648752,KIN
XP_010326838,CK
NP_179308,CK
XP_004239037,KIN
NP_180976,KIN
XP_004244063,KIN
NP_179301,KIN
NP_198860,KIN
XP_004251454,RLP
XP_010316405,NL
XP_015621656,N
XP_025878220,RLK
XP_025884853,KIN
NP_179253,KIN
XP_025878225,CN
XP_015638860,KIN
XP_025879571,KIN
NP_176451,CNL
NP_001325006,KIN
XP_019069622,RLK
XP_015634954,RLK
XP_015634955,RLK
XP_015634956,RLK
XP_015634957,RLK
XP_015634951,RLK
XP_015634952,RLK
XP_004237936,KIN
NP_172889,KIN
XP_015634958,RLK
XP_015634959,RLK
XP_015639351,RLK
XP_015639350,RLK
NP_566130,KIN
NP_973771,KIN
XP_019068911,N
NP_973778,KIN
NP_001304105,KIN
XP_004246830,KIN
XP_015619532,KIN
NP_001190904,RLK
XP_015631387,RLK
NP_973487,T
XP_015631389,RLK
NP_001322986,KIN
XP_015616244,N
XP_025886905,KIN
XP_025886904,KIN
NP_001234768,KIN
XP_015643904,N
XP_025886903,KIN
NP_172335,RLK
NP_001319251,RLK
NP_173686,KIN
XP_015637602,RLP
XP_015637604,RLP
XP_004247879,CN
XP_015636557,RLK
NP_001117490,KIN
XP_015636558,RLK
XP_015634772,KIN
XP_015634773,CK
NP_196135,RLK
NP_177308,CK
XP_015634777,KIN
NP_973956,KIN
XP_015620315,CK
XP_015620319,RLK
NP_564421,KIN
NP_564426,RLP
XP_025888688,KIN
XP_025888680,KIN
NP_193501,KIN
XP_015615532,CN
XP_015615534,RLK
XP_025877358,N
XP_025877359,N
XP_025877350,N
XP_025877351,N
XP_025877352,N
XP_025877353,N
XP_025877354,N
XP_004249041,KIN
XP_025877356,N
XP_025877357,N
XP_004245923,NL
XP_010320780,N
NP_974374,KIN
NP_974375,KIN
XP_010320476,KIN
XP_015643951,KIN
XP_004235139,CNL
XP_015624529,KIN
NP_176434,RLP
NP_001326767,KIN
XP_004230451,RLK
NP_176430,KIN
XP_015623069,KIN
NP_001078281,KIN
NP_197371,KIN
XP_015626017,KIN
NP_198672,KIN
XP_025887289,TRAN
NP_850655,TNL
XP_025887285,KIN
NP_194578,RLK
XP_015614915,KIN
XP_019069451,KIN
NP_001297254,KIN
XP_019071617,KIN
XP_019071618,KIN
XP_019071619,KIN
NP_174156,RLP
XP_025886486,KIN
XP_004243851,KIN
XP_025885663,KIN
XP_025881109,RLK
XP_015641423,RLK
XP_025881103,RLK
XP_010325806,KIN
XP_015617299,CN
NP_001031229,CK
NP_194391,KIN
XP_015617294,N
XP_015617295,NL
XP_015617296,NL
XP_004236603,RLK
NP_001320117,KIN
XP_004247238,KIN
NP_001318851,KIN
XP_015643488,KIN
XP_015643489,KIN
NP_191105,KIN
NP_195622,KIN
XP_015624940,RLP
XP_010319376,KIN
XP_010319375,KIN
XP_010319374,KIN
XP_025882531,RLK
NP_180488,KIN
XP_004252831,KIN
XP_004252832,RLK
NP_180485,KIN
XP_015620087,N
NP_199725,TNL
XP_015620089,N
XP_015620088,N
XP_015616749,RLP
XP_015635417,CN
XP_025877898,RLK
XP_015640593,RLK
XP_015640592,RLK
XP_004239410,KIN
XP_010327269,KIN
XP_010312190,CLK
XP_010312191,CLK
XP_004231550,RLK
XP_010320276,KIN
XP_010320274,KIN
XP_010320275,KIN
XP_004241337,RLK
NP_001233899,KIN
XP_015645524,KIN
XP_004239201,RLK
NP_179511,RLK
NP_179513,RLK
NP_001233897,KIN
NP_175353,KIN
NP_172431,KIN
XP_015644139,KIN
XP_004229894,KIN
XP_004229897,KIN
