Gene stable ID,RefSeq peptide ID
AT5G24040,NP_001190375
AT5G24040,NP_197792
AT2G46030,NP_001318433
AT2G46030,NP_566062
AT2G46030,NP_001324869
AT2G46030,NP_001324870
AT2G46030,NP_001324871
AT1G70870,NP_177243
AT5G27820,NP_198134
AT3G52420,NP_190810
AT2G35700,NP_181113
AT1G80550,NP_178170
AT3G20360,NP_188671
AT1G76630,NP_177789
AT1G76630,NP_001321499
AT1G76630,NP_001185412
AT1G26620,NP_173984
AT5G48905,NP_001032038
AT5G36370,NP_001078646
AT1G56160,NP_176012
AT1G69830,NP_564977
AT1G55230,NP_175919
AT3G10113,NP_683543
AT2G41790,NP_181710
AT1G08360,NP_563813
AT3G49160,NP_001325915
AT3G49160,NP_190485
AT3G49160,NP_001325914
AT5G10380,NP_196600
AT4G16240,NP_193359
AT1G48160,NP_175250
AT1G48160,NP_001323146
AT1G51250,NP_175536
AT2G40740,NP_181606
AT2G40740,NP_001324304
AT2G40740,NP_001078033
AT1G71680,NP_001320666
AT1G71680,NP_565019
AT2G28390,NP_029426
AT5G04990,NP_196118
AT2G25230,NP_180095
AT4G31160,NP_194845
AT1G05640,NP_172055
AT4G15030,NP_001319942
AT4G15030,NP_001154235
AT4G15030,NP_193239
AT3G21650,NP_188802
AT3G21650,NP_001326520
AT3G18980,NP_566622
AT3G18980,NP_001078185
AT1G46480,NP_175145
AT1G46480,NP_001320246
AT1G66300,NP_176804
AT1G66300,NP_001321870
AT1G12500,NP_172712
AT2G19460,NP_001325328
AT2G19460,NP_565454
AT2G11270,NP_001318210
AT3G46640,NP_001030823
AT3G46640,NP_190248
AT3G46640,NP_001319698
AT1G55550,NP_564696
AT5G14820,NP_196986
AT1G75980,NP_001322966
AT1G75980,NP_177725
AT5G39340,NP_001330682
AT5G39340,NP_001330681
AT5G39340,NP_001318703
AT5G39340,NP_198750
AT3G21430,NP_001325832
AT3G21430,NP_001325833
AT3G21430,NP_001319608
AT1G12211,NP_001318985
AT4G29090,NP_194638
AT4G10240,NP_192762
AT5G36980,NP_198514
AT3G57840,NP_191343
AT1G06970,NP_172178
AT1G29800,NP_001031110
AT1G29800,NP_174273
AT3G17668,NP_001078171
AT3G17668,NP_001327029
AT3G16340,NP_001189911
AT3G16340,NP_566543
AT3G62290,NP_001190162
AT3G62290,NP_001190161
AT3G62290,NP_191788
AT3G03330,NP_186983
AT1G19140,NP_564074
AT1G19140,NP_973861
AT4G21902,NP_001119024
AT3G51080,NP_190677
AT1G47530,NP_175184
AT1G47530,NP_001322625
AT1G17300,NP_001320458
AT1G17300,NP_173174
AT5G11620,NP_001318543
AT5G11620,NP_196723
AT5G37260,NP_198542
AT3G54420,NP_191010
AT5G41880,NP_199003
AT1G76600,NP_565136
AT4G19460,NP_567589
AT2G24840,NP_850058
AT4G22120,NP_001190796
AT4G22120,NP_001078425
AT4G22120,NP_193943
AT4G22120,NP_001119028
AT4G22120,NP_001119027
AT4G22120,NP_001119029
AT3G63215,NP_001325665
AT3G04950,NP_187146
AT2G43710,NP_181899
AT2G43710,NP_850400
AT4G15630,NP_567473
AT3G25240,NP_189161
AT2G44220,NP_181951
AT2G18160,NP_179408
AT5G60170,NP_001190578
AT5G60170,NP_200825
AT2G35730,NP_565819
AT2G35730,NP_001325393
AT2G18140,NP_179406
AT2G29510,NP_180512
AT3G17480,NP_188375
AT1G62660,NP_001323303
AT1G62660,NP_001323302
AT1G62660,NP_564798
AT1G62660,NP_001323301
AT1G78540,NP_001322353
AT1G78540,NP_001185427
AT1G78540,NP_177975
AT2G06570,NP_178693
AT1G70610,NP_001321943
AT1G70610,NP_177218
AT3G56150,NP_001190102
AT3G56150,NP_191174
AT3G53260,NP_190894
AT3G13450,NP_187954
AT4G17510,NP_193484
AT5G04560,NP_196076
AT5G04560,NP_001331593
AT5G04560,NP_001078527
AT5G42930,NP_001331139
AT5G42930,NP_199107
AT5G63090,NP_851253
AT5G63090,NP_851254
AT5G63090,NP_201114
AT5G63090,NP_851252
AT5G27990,NP_001318666
AT5G27990,NP_198151
AT4G20450,NP_001328115
AT4G20450,NP_193778
AT1G32500,NP_564404
AT5G64190,NP_001330817
AT5G64190,NP_201224
AT5G35360,NP_001031968
AT5G35360,NP_198386
AT5G35360,NP_001190422
AT2G04530,NP_178532
AT1G49700,NP_001322681
AT1G49700,NP_001154413
AT1G49700,NP_001322682
AT1G49700,NP_175392
AT1G53100,NP_175718
AT1G53100,NP_001185208
AT1G55760,NP_175972
AT2G39750,NP_030521
AT4G02750,NP_192184
AT3G13570,NP_187966
AT1G33900,NP_174652
AT5G43160,NP_001332192
AT5G43160,NP_199130
AT5G11570,NP_196718
AT1G76620,NP_565137
AT1G76620,NP_001321145
AT5G56880,NP_200499
AT5G52270,NP_001331102
AT5G52270,NP_001318788
AT5G40800,NP_198896
AT2G07820,NP_001118287
AT2G42260,NP_001324441
AT2G42260,NP_181755
AT3G43840,NP_001319677
AT3G43840,NP_189970
AT1G17310,NP_173175
AT1G17310,NP_001322190
AT1G68725,NP_177041
AT2G43900,NP_181918
AT2G43900,NP_001323432
AT3G54610,NP_567002
AT1G77580,NP_974162
AT1G77580,NP_177881
AT1G77580,NP_001322979
AT1G77580,NP_001322978
AT5G63120,NP_568964
AT5G63120,NP_974985
AT5G63120,NP_001331873
AT5G63120,NP_001331871
AT5G63120,NP_001331872
AT5G45120,NP_199325
AT1G64830,NP_176663
AT2G28380,NP_565672
AT1G45165,NP_973973
AT5G40580,NP_001318715
AT5G40580,NP_001190443
AT5G40580,NP_198874
AT5G40580,NP_851108
AT4G11373,NP_001329778
AT2G47800,NP_182301
AT3G09080,NP_001327467
AT3G09080,NP_001327466
AT3G09080,NP_187520
AT3G09080,NP_001327465
AT5G28630,NP_198215
AT3G59260,NP_191485
AT5G58005,NP_680453
AT5G58005,NP_001032092
AT5G50620,NP_568729
AT5G50620,NP_568734
AT3G03590,NP_566210
AT2G47190,NP_182241
AT1G04610,NP_171955
AT1G68240,NP_001031251
AT1G68240,NP_176991
AT1G76160,NP_177743
AT5G18910,NP_197392
AT3G26380,NP_189269
AT3G26380,NP_001327884
AT4G22410,NP_001329946
AT4G22410,NP_001320032
AT3G30300,NP_001326180
AT3G30300,NP_189649
AT3G11020,NP_187713
AT1G23040,NP_001321051
AT1G23040,NP_001321050
AT1G23040,NP_564187
AT3G26960,NP_566805
AT5G62150,NP_201021
AT3G04660,NP_187117
AT3G06790,NP_187335
AT3G06790,NP_974243
AT1G31243,NP_001322433
AT3G20780,NP_188714
AT4G04750,NP_001329030
AT4G04750,NP_192384
AT4G04750,NP_001329031
AT1G02850,NP_849578
AT1G02850,NP_001318909
AT1G02850,NP_563666
AT1G02850,NP_001117217
AT1G02850,NP_973746
AT1G01880,NP_171691
AT1G01880,NP_001320987
AT1G01880,NP_001320986
AT1G01880,NP_001184887
AT1G01725,NP_563633
AT3G11820,NP_974288
AT3G11820,NP_187788
AT2G36980,NP_181235
AT2G36980,NP_001323824
AT2G36980,NP_001323823
AT2G27385,NP_001318298
AT2G27385,NP_850100
AT2G27385,NP_001189617
AT4G13790,NP_193115
AT4G01703,NP_001118914
AT2G20940,NP_001324017
AT2G20940,NP_565494
AT2G30970,NP_001118421
AT2G30970,NP_180654
AT2G20710,NP_973492
AT2G20710,NP_179663
AT5G57610,NP_200569
AT2G42300,NP_001031530
AT2G42300,NP_001324789
AT2G42300,NP_001324790
AT2G42300,NP_001324788
AT2G42300,NP_850368
AT1G24070,NP_001320353
AT1G24070,NP_173818
AT5G46730,NP_001119386
AT5G46730,NP_199485
AT5G05850,NP_196204
AT5G10880,NP_196649
AT5G06410,NP_196259
AT2G01190,NP_565256
AT3G60966,NP_001030907
AT2G22950,NP_179879
AT5G39840,NP_198800
AT5G15770,NP_197081
AT3G05580,NP_187209
AT3G05580,NP_001326469
AT2G45570,NP_182081
AT1G15230,NP_563967
ATCG00640,NP_051080
AT2G20240,NP_179614
AT5G22920,NP_001330321
AT5G22920,NP_197683
AT3G56560,NP_191215
AT2G23970,NP_179975
AT3G02440,NP_001325666
AT3G02440,NP_001319451
AT1G71100,NP_177266
AT1G52670,NP_564612
AT1G67280,NP_001077783
AT1G67280,NP_176896
AT3G50010,NP_190570
AT3G58877,NP_001118856
AT2G25720,NP_565606
AT4G11380,NP_001190701
AT4G11380,NP_192877
AT1G32225,NP_001154387
AT5G35680,NP_851095
AT5G35680,NP_198418
AT5G35680,NP_001190425
AT2G30580,NP_001323803
AT2G30580,NP_565702
AT2G30580,NP_001323802
AT1G47890,NP_175225
AT3G05440,NP_187195
AT2G35390,NP_001325018
AT2G35390,NP_850244
AT2G35390,NP_181082
AT2G35390,NP_001031487
AT5G36800,NP_198496
AT5G36800,NP_198486
AT5G36800,NP_001331361
AT5G36800,NP_001331454
AT4G13480,NP_193084
AT1G06090,NP_172099
AT1G54760,NP_175874
AT3G59710,NP_001326724
AT3G59710,NP_191530
AT3G59710,NP_001326723
AT3G19590,NP_566644
AT2G41480,NP_181679
AT1G30475,NP_001077631
AT1G30475,NP_001077630
AT1G30475,NP_001117390
AT1G30475,NP_973941
AT2G43690,NP_181897
AT2G43690,NP_001318417
AT2G43690,NP_001323490
AT4G17215,NP_567524
AT2G30880,NP_850155
AT2G30880,NP_973569
AT1G52770,NP_175686
AT4G13780,NP_193114
AT4G10170,NP_974527
AT4G10170,NP_192755
ATMG01040,NP_085558
AT2G37400,NP_565860
AT1G68937,NP_001320692
AT5G67620,NP_201563
AT1G26420,NP_173966
AT2G46560,NP_001323787
AT2G46560,NP_001323788
AT2G46560,NP_182179
AT1G07476,NP_683284
AT1G67830,NP_176949
AT3G12350,NP_566421
AT3G12350,NP_001189869
AT5G50610,NP_568733
AT5G50610,NP_568743
AT5G39890,NP_198805
AT5G39890,NP_001330989
AT2G21455,NP_001325207
AT5G05940,NP_001332731
AT5G05940,NP_196213
AT5G04700,NP_196090
AT5G04700,NP_001331401
AT1G67660,NP_001077786
AT1G67660,NP_176934
AT1G67660,NP_001185345
AT3G20630,NP_566666
AT5G66680,NP_569038
AT1G74045,NP_683494
AT4G36480,NP_001329288
AT4G36480,NP_568005
AT4G36480,NP_001031796
AT5G28650,NP_198217
AT2G31215,NP_850161
AT5G25840,NP_197956
AT1G20065,NP_001322325
AT1G20065,NP_001185043
AT1G20065,NP_001319048
AT1G20065,NP_001322324
AT1G20065,NP_001185044
AT5G43068,NP_001331732
AT1G28350,NP_001319097
AT1G28350,NP_174157
AT1G28350,NP_001320714
AT1G51700,NP_175581
AT2G07689,NP_671807
AT2G07689,YP_009472107
AT4G14342,NP_849379
AT4G14342,NP_001328050
AT3G17250,NP_188351
AT2G27500,NP_973548
AT2G27500,NP_001031432
AT2G27500,NP_565652
AT1G55590,NP_175955
AT5G58860,NP_200694
AT1G65570,NP_176735
AT5G15010,NP_197005
AT5G11380,NP_001332634
AT5G11380,NP_196699
AT5G11380,NP_001332633
AT5G11380,NP_001078570
AT3G12820,NP_187888
AT3G12820,NP_001325605
AT5G38500,NP_198666
AT4G19003,NP_001329780
AT4G19003,NP_001319990
AT4G19003,NP_001319991
AT4G19003,NP_974570
AT4G19003,NP_680720
AT4G19003,NP_001329781
AT3G53200,NP_001325713
AT3G53200,NP_566980
AT3G56980,NP_191257
AT1G11790,NP_001031024
AT1G11790,NP_172644
AT5G60335,NP_001318847
AT5G60335,NP_001332051
AT5G60335,NP_001332052
AT5G12900,NP_196794
AT3G59455,NP_001078313
AT1G06470,NP_973772
AT1G06470,NP_001318934
AT1G06470,NP_001321854
AT1G06470,NP_172135
AT1G78270,NP_177950
AT3G27820,NP_189420
AT1G71810,NP_565025
AT1G29670,NP_001321992
AT1G29670,NP_174260
AT3G53390,NP_190907
AT3G08880,NP_187500
AT2G20630,NP_565480
AT2G20630,NP_973490
AT5G59490,NP_200757
AT5G59490,NP_001331418
AT1G47200,NP_564498
AT5G02600,NP_001332073
AT5G02600,NP_568105
AT5G02600,NP_974723
AT3G25620,NP_189190
AT3G25620,NP_001189973
AT5G20850,NP_568402
AT5G20850,NP_001332342
AT4G06639,NP_001154208
AT4G21510,NP_001329456
AT4G21510,NP_567629
AT1G18960,NP_173330
AT5G13480,NP_001331011
AT5G13480,NP_001318555
AT5G13480,NP_001331012
AT5G13480,NP_196852
AT4G29110,NP_194640
AT2G43160,NP_850386
AT2G43160,NP_001325306
AT2G43160,NP_850387
AT2G43160,NP_973675
AT2G43160,NP_001031535
AT4G28085,NP_001031738
AT4G28085,NP_567796
AT4G24975,NP_680739
AT3G59440,NP_191503
AT1G14770,NP_172930
AT1G14770,NP_973829
AT4G20090,NP_193742
AT4G20090,NP_001320003
AT2G14740,NP_849955
AT2G14740,NP_179081
AT5G54300,NP_200241
AT4G17000,NP_001329353
AT4G17000,NP_001329352
AT4G17000,NP_193433
AT1G32100,NP_174490
AT1G35860,NP_174821
AT1G44010,NP_175067
AT5G07050,NP_196322
AT1G52540,NP_564609
AT1G52540,NP_001322752
AT5G56400,NP_200451
AT3G24420,NP_189085
AT5G54330,NP_200244
AT4G15450,NP_001328276
AT4G15450,NP_193280
AT1G48725,NP_001321577
AT1G68640,NP_177031
AT4G35000,NP_195226
AT2G26740,NP_180242
AT3G47290,NP_001327564
AT3G47290,NP_190313
AT4G19430,NP_567586
AT3G03420,NP_001325856
AT3G03420,NP_566205
AT1G54000,NP_175802
AT2G02860,NP_178389
AT2G02860,NP_973404
AT1G12750,NP_172735
AT1G12750,NP_001322584
AT1G12750,NP_001184975
AT1G12750,NP_001322586
AT1G12750,NP_001322583
AT1G12750,NP_001318990
AT1G12750,NP_001322585
AT4G25360,NP_001031712
AT4G25360,NP_194266
AT5G65970,NP_201398
AT5G65970,NP_001331804
AT1G13650,NP_001320494
AT1G13650,NP_001320495
AT1G13650,NP_172822
AT1G13650,NP_849655
AT1G13450,NP_001322285
AT1G13450,NP_001318993
AT1G13450,NP_001117279
AT1G13450,NP_172802
AT2G13950,NP_179012
AT1G43825,NP_001322604
AT5G42765,NP_568612
AT4G09545,NP_001078362
ATCG00350,NP_051059
AT1G61740,NP_176367
AT1G77880,NP_001154474
AT1G77880,NP_001322390
AT1G77880,NP_177911
AT1G30925,NP_001319119
AT1G30100,NP_174302
AT3G11930,NP_566406
AT3G11930,NP_850563
AT3G11930,NP_001030675
AT3G11930,NP_850562
AT4G13390,NP_001329461
AT4G13390,NP_001329460
AT4G13390,NP_193075
AT2G29630,NP_180524
AT2G29630,NP_850135
AT2G29630,NP_001189634
AT2G29630,NP_001325132
AT3G54470,NP_680130
AT2G26110,NP_180180
AT3G55935,NP_001327931
AT5G23903,NP_001119268
AT4G29060,NP_001031743
AT4G29060,NP_567820
AT3G56930,NP_001190111
AT3G56930,NP_191252
AT3G26050,NP_189234
AT3G61610,NP_191720
AT3G61610,NP_001327278
AT3G51770,NP_190745
AT3G51770,NP_001030839
AT3G16050,NP_188226
AT1G32750,NP_174552
AT4G15490,NP_193284
AT1G74690,NP_177607
AT3G44120,NP_189998
AT1G80630,NP_565242
AT5G60680,NP_200876
AT1G23380,NP_173752
AT1G23380,NP_850951
AT5G47690,NP_001331466
AT5G47690,NP_001119390
AT5G47690,NP_199580
AT5G47690,NP_001119389
AT5G62080,NP_568949
AT1G12400,NP_001321468
AT1G12400,NP_172702
AT1G12400,NP_001321467
AT1G02813,NP_563663
AT3G47380,NP_190322
AT2G27710,NP_850106
AT2G27710,NP_973549
AT2G27710,NP_180339
AT2G27710,NP_001189621
AT4G30450,NP_194774
AT1G25380,NP_564233
AT1G25380,NP_001321077
AT5G46873,NP_001032021
AT5G19170,NP_197418
AT1G53560,NP_564634
AT3G05975,NP_683533
AT5G57290,NP_001119451
AT5G57290,NP_001119450
AT5G57290,NP_200539
AT3G54860,NP_001154679
AT3G54860,NP_567009
AT3G16770,NP_188299
AT2G46840,NP_182207
AT1G20770,NP_173500
AT1G20770,NP_001321937
AT1G13580,NP_172815
AT1G13580,NP_001031037
AT1G13580,NP_001184985
AT2G07617,
AT3G46540,NP_001327670
AT3G46540,NP_001327671
AT3G46540,NP_190238
AT2G42280,NP_973670
AT2G42280,NP_181757
AT2G42280,NP_001324355
AT1G55320,NP_175929
AT1G55320,NP_001077723
AT2G48121,NP_001189777
AT2G48121,NP_001189778
AT2G27940,NP_180361
AT2G15390,NP_179141
AT2G15390,NP_973468
AT2G40440,NP_181576
AT2G09838,NP_001118291
AT3G61270,NP_001327420
AT3G61270,NP_191686
AT2G45690,NP_566053
AT1G60530,NP_176253
AT2G03050,NP_178405
AT2G03050,NP_001324457
AT2G03050,
AT4G13980,NP_567415
AT1G05280,NP_001318926
AT1G05280,NP_001321254
AT5G18660,NP_197367
AT1G48760,NP_001031156
AT1G48760,NP_849785
AT1G48760,NP_175308
AT4G08240,NP_567335
AT4G08240,NP_849344
AT2G17080,NP_179300
ATMG01220,NP_085574
AT2G17790,NP_179370
AT3G05800,NP_566260
AT1G07460,NP_172226
AT1G07460,NP_001321767
AT3G25560,NP_189183
AT3G25560,NP_001189971
AT3G25560,NP_974360
AT3G44880,NP_190074
AT1G79790,NP_001323208
AT1G79790,NP_565221
AT1G79790,NP_001323207
AT1G79790,NP_001319420
AT5G08130,NP_001119190
AT5G08130,NP_001318507
AT5G08130,NP_001190257
AT5G08130,NP_001190258
AT5G08130,NP_001330724
AT5G08130,NP_001190259
AT5G08130,NP_001318508
AT5G08130,NP_001330723
AT4G03400,NP_192249
AT4G03400,NP_001319858
AT2G02490,NP_178353
AT2G02490,NP_001323687
AT4G14040,NP_193140
AT3G24900,NP_001327089
AT3G24900,NP_189134
AT2G21725,NP_001031392
AT5G18480,NP_197349
AT1G20750,NP_173498
AT3G17210,NP_566569
AT3G17210,NP_001319574
AT2G37730,NP_565869
AT5G26940,NP_198046
AT5G26940,NP_851083
AT5G26940,NP_851082
AT5G26940,NP_974842
AT4G18150,NP_193549
AT1G73380,NP_565063
AT2G20480,NP_179638
AT2G27310,NP_180299
AT1G08070,NP_172286
AT1G08070,NP_001321602
AT3G15260,NP_188144
AT3G15260,NP_974318
AT3G18295,NP_188458
AT2G15430,NP_001324802
AT2G15430,NP_179145
AT2G15430,NP_001324803
AT5G59450,NP_200753
AT5G67030,NP_201504
AT5G67030,NP_851285
AT3G60080,NP_191567
AT5G39520,NP_198768
AT4G29033,NP_001031742
AT5G22240,NP_197616
AT1G14430,NP_172895
AT3G55320,NP_191092
AT1G12490,NP_172711
AT1G73066,NP_001117591
AT3G55310,NP_191091
AT4G38470,NP_001328294
AT4G38470,NP_568041
AT4G38470,NP_001328293
AT4G12990,NP_001329867
AT4G12990,NP_001329865
AT4G12990,NP_001329868
AT4G12990,NP_193035
AT4G12990,NP_001329860
AT4G12990,NP_001329864
AT4G12990,NP_001329861
AT4G12990,NP_001329862
AT4G12990,NP_001329866
AT4G12990,NP_001329863
AT1G76080,NP_177735
AT4G14970,NP_001328523
AT4G14970,NP_001328525
AT4G14970,NP_001328521
AT4G14970,NP_001328522
AT4G14970,NP_001319941
AT4G14970,NP_001328524
AT3G52440,NP_001327531
AT3G52440,NP_190812
AT5G66070,NP_001332465
AT5G66070,NP_001332466
AT5G66070,NP_201408
AT5G66070,NP_001032158
AT5G66070,NP_001332467
AT4G03625,NP_001329844
AT2G01490,NP_001325094
AT2G01490,NP_565262
AT5G57190,NP_200529
AT5G57190,NP_001330975
AT5G64330,NP_001318873
AT5G64330,NP_001330808
AT5G64330,NP_568989
AT2G19740,NP_179564
AT3G58690,NP_191428
AT3G07200,NP_001078119
AT3G07200,NP_001327588
AT3G07200,NP_187376
AT5G18250,NP_197326
AT1G65450,NP_564853
AT1G65450,NP_001185318
AT1G65450,NP_001185319
AT1G60740,NP_564763
AT5G55340,NP_200345
AT4G22758,NP_001328093
AT4G22758,NP_001190802
AT1G16905,NP_001077549
AT5G64860,NP_201291
AT3G02190,NP_566167
AT1G10070,NP_001031016
AT1G10070,NP_172478
AT1G10070,NP_001031015
AT5G63540,NP_001119486
AT5G63540,NP_201159
AT5G25580,NP_197940
AT5G28050,NP_001031959
AT5G28050,NP_198157
AT5G28050,NP_001330272
AT1G21750,NP_849696
AT1G21750,NP_173594
AT1G65930,NP_176768
AT5G01310,NP_195751
AT1G35530,NP_001319152
AT1G35530,NP_001320965
AT1G35530,NP_001320964
AT1G35530,NP_001185141
AT1G35530,NP_001320963
AT5G44940,NP_199307
AT1G28290,NP_174150
AT1G28290,NP_001077616
AT2G16835,NP_179275
AT5G53486,NP_001119429
AT5G53486,NP_001119427
AT5G53486,NP_001331865
AT5G53486,NP_001119428
AT5G53486,NP_001078751
AT5G55830,NP_200394
AT1G52603,NP_001320681
AT5G49270,NP_199738
AT1G68610,NP_177028
AT5G50430,NP_001032049
AT5G50430,NP_199854
AT5G50430,NP_001032048
AT3G27910,NP_189429
AT5G54090,NP_200220
AT2G21230,NP_973502
AT2G21230,NP_001318259
AT2G21230,NP_001323888
AT2G21230,NP_179719
AT5G41130,NP_001190445
AT5G41130,NP_001332730
AT5G41130,NP_198929
AT5G06050,NP_196224
AT3G62020,NP_974477
AT3G62020,NP_191761
AT2G04540,NP_178533
AT3G51720,NP_190740
AT3G44020,NP_189988
AT5G10140,NP_196576
AT5G10140,NP_001078563
AT5G10140,NP_001190272
AT5G10140,NP_001154703
AT3G21660,NP_188803
AT3G21660,NP_001327364
AT5G13250,NP_196829
AT5G13250,NP_001332014
AT4G02540,NP_001190658
AT4G02540,NP_192163
AT1G04870,NP_849591
AT1G04870,NP_563720
AT4G33800,NP_567937
AT4G33800,NP_001328608
AT3G56440,NP_191203
AT3G56440,NP_001326816
AT3G56440,NP_001326815
AT3G48209,NP_001078258
AT4G20360,NP_193769
AT4G20360,NP_001329775
AT4G35550,NP_195280
AT3G57465,NP_001327018
AT1G36078,NP_001077668
AT1G51740,NP_564597
AT1G51740,NP_001323219
AT1G54230,NP_175825
AT1G44750,NP_001031147
AT1G44750,NP_001319164
AT1G44750,NP_001322784
AT1G44750,NP_001322785
AT1G44750,NP_001322787
AT1G44750,NP_001322786
AT1G44750,NP_973972
AT1G44750,NP_175096
AT3G32930,NP_001319675
AT3G32930,NP_566858
AT3G59350,NP_001325735
AT3G59350,NP_850720
AT3G59350,NP_567082
AT3G59350,NP_001030893
AT3G59350,NP_001325736
AT3G59350,NP_001325734
AT3G21140,NP_188751
AT3G05510,NP_974228
AT3G05510,NP_566254
AT3G30165,NP_001327268
AT3G44860,NP_190072
AT3G56580,NP_567039
AT3G56580,NP_001030874
AT3G56580,NP_974448
AT4G02700,NP_192179
AT5G05675,NP_001332548
AT1G50710,NP_175486
AT5G01580,NP_195778
AT3G57785,NP_567054
AT1G09720,NP_172443
AT3G01150,NP_001327636
AT3G01150,NP_186764
AT3G01150,NP_001327637
AT3G01150,NP_001319439
AT1G68875,NP_564949
AT5G24920,NP_197874
AT1G65860,NP_176761
AT3G47390,NP_001190026
AT3G47390,NP_190323
AT4G28650,NP_194594
AT2G19320,NP_179522
AT5G58575,NP_001318831
AT5G58575,NP_200665
AT4G16900,NP_001329118
AT4G16900,NP_193424
AT4G16900,NP_001329119
AT5G35830,NP_198432
AT4G09750,NP_192713
AT1G31530,NP_174438
AT5G67040,NP_201505
AT1G62130,NP_001322281
AT1G62130,NP_176404
AT5G59300,NP_568902
AT1G80650,NP_001322660
AT1G80650,NP_001322659
AT1G80650,NP_001322658
AT1G80650,NP_178180
AT5G28550,NP_198207
AT2G40090,NP_565923
AT4G35720,NP_195297
AT4G04620,NP_192371
AT4G04620,NP_849298
AT4G04620,NP_001329707
AT4G19690,NP_849546
AT4G19690,NP_567590
AT1G10990,NP_172568
AT1G10990,NP_849635
AT4G01770,NP_001328015
AT4G01770,NP_192086
AT1G75785,NP_001321446
AT5G54930,NP_568817
AT5G54930,NP_001032075
AT3G56240,NP_001326128
AT3G56240,NP_191183
AT3G56240,NP_001326129
AT3G60740,NP_001327226
AT3G60740,NP_001327227
AT3G60740,NP_191633
AT1G22770,NP_564180
AT5G52540,NP_200067
AT2G16850,NP_179277
AT3G13720,NP_566461
AT4G09960,NP_001329611
AT4G09960,NP_001078364
AT4G09960,NP_001329612
AT4G09960,NP_001319889
AT4G09960,NP_849351
AT4G09960,NP_192734
AT1G25250,NP_001321790
AT1G25250,NP_173896
AT1G25250,NP_001321791
AT5G59060,NP_200714
AT1G28500,NP_174172
AT4G19180,NP_567579
AT4G19180,NP_001329939
AT4G19180,NP_001329940
AT3G45840,NP_190170
AT1G09490,NP_172420
AT1G09490,NP_001117255
AT3G17220,NP_188348
AT4G35700,NP_195295
AT1G25470,NP_173918
AT1G25470,NP_973912
AT1G58025,NP_001322911
AT1G58025,NP_176101
AT1G58025,NP_001185257
AT1G58025,NP_001185258
AT1G58025,NP_001322913
AT1G58025,NP_001322912
AT1G70490,NP_001323063
AT1G70490,NP_001323060
AT1G70490,NP_850975
AT1G70490,NP_974120
AT1G70490,NP_564195
AT1G70490,NP_001323061
AT1G70490,NP_177206
AT1G70490,NP_001323062
AT2G27040,NP_565633
AT2G27040,NP_001189613
AT4G02840,NP_001190664
AT4G02840,NP_192193
ATMG00070,YP_009472102
AT3G10630,NP_566378
AT2G47380,NP_182260
AT2G47380,NP_001324866
AT5G51720,NP_568764
AT1G54580,NP_175860
AT2G07020,NP_178719
AT3G27550,NP_001327916
AT3G27550,NP_001319656
AT3G27550,NP_189392
AT2G17940,NP_565428
AT1G64480,NP_001322654
AT1G64480,NP_176629
AT1G64480,NP_001322653
AT1G64480,NP_001319319
AT3G48200,NP_566899
AT5G44460,NP_199259
AT5G53420,NP_001119425
AT5G53420,NP_568793
AT5G53420,NP_001032068
AT5G53420,NP_001331335
AT5G53420,NP_001331334
AT4G13220,NP_193058
AT5G36160,NP_198465
AT2G31590,NP_180717
AT3G08840,NP_001326476
AT3G08840,NP_566334
AT3G08840,NP_001319501
AT3G08840,NP_001326479
AT3G08840,NP_001326480
AT3G08840,NP_974258
AT3G08840,NP_974259
AT3G08840,NP_001326477
AT3G08840,NP_001319502
AT3G08840,NP_001326474
AT3G08840,NP_001326478
AT3G08840,NP_001326475
AT3G08840,NP_001326473
AT1G34030,NP_192718
AT1G34030,NP_173692
AT1G34030,NP_564434
AT1G12990,NP_172759
AT1G30540,NP_001321927
AT1G30540,NP_001321926
AT1G30540,NP_564358
AT1G30540,NP_001321925
AT2G21340,NP_565509
AT2G21340,NP_973504
AT5G15580,NP_197062
AT5G49720,NP_199783
AT4G39790,NP_195689
AT5G14320,NP_001119224
AT5G14320,NP_568299
AT1G37010,NP_174893
AT5G14275,NP_001332744
AT2G38880,NP_001323548
AT2G38880,NP_001323549
AT2G38880,NP_001318379
AT2G38880,NP_850305
AT2G38880,NP_001323550
AT2G38880,NP_001189705
AT2G38880,NP_850304
AT2G38880,NP_001031511
AT2G38880,NP_030436
AT2G38880,NP_001189704
AT2G38880,NP_001031510
AT5G65390,NP_569011
AT2G26140,NP_565616
AT1G26370,NP_173961
AT5G45460,NP_199359
AT4G09466,NP_001118956
AT1G17130,NP_173156
AT1G17130,NP_001077550
AT3G52780,NP_850686
AT3G52780,NP_190846
AT4G10620,NP_567364
AT4G10620,NP_191277
AT5G01920,NP_195812
AT5G01920,NP_001331798
AT1G16920,NP_173136
ATCG01120,NP_051116
AT3G22080,NP_188846
AT5G16770,NP_001330270
AT5G16770,NP_001330269
AT5G16770,NP_974792
AT5G16770,NP_197179
AT3G07370,NP_566305
AT5G06710,NP_001332103
AT5G06710,NP_974743
AT5G06710,NP_196289
AT5G06710,NP_001332104
AT3G28460,NP_001326387
AT3G28460,NP_189487
AT3G28460,NP_001326388
AT2G16340,NP_179227
AT3G46310,NP_190216
AT5G14420,NP_974780
AT5G14420,NP_850818
AT5G14420,NP_196946
AT5G14420,NP_974779
