Species_type,Tissus_type,Tissue_type_PO,Cell_type,Cell_type_PO,Cell_marker_name,Gene_symbol,Gene_id,Gene_id_rap,Protein_name,Protein_id,Marker_resource,PMID,Note_gene_type,Description
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G57170,AT5G57170,,,,scRNA-seq,33955487,Differentially expressed gene,Tautomerase/MIF superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G57290,AT5G57290,,,,scRNA-seq,33955487,Differentially expressed gene,60S acidic ribosomal protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G57345,AT5G57345,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,NdhN,AT5G58260,,,,scRNA-seq,33955487,Differentially expressed gene,"oxidoreductases, acting on NADH or NADPH, quinone or similar compound as acceptor"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MES18,AT5G58310,,,,scRNA-seq,33955487,Differentially expressed gene,methyl esterase 18
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G60670,AT5G60670,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L11 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RPE,AT5G61410,,,,scRNA-seq,33955487,Differentially expressed gene,D-ribulose-5-phosphate-3-epimerase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G62140,AT5G62140,,,,scRNA-seq,33955487,Differentially expressed gene,ATP-dependent Clp protease ATP-binding subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G63060,AT5G63060,,,,scRNA-seq,33955487,Differentially expressed gene,Sec14p-like phosphatidylinositol transfer family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,NDPK2,AT5G63310,,,,scRNA-seq,33955487,Differentially expressed gene,nucleoside diphosphate kinase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SPT42,AT5G63670,,,,scRNA-seq,33955487,Differentially expressed gene,SPT4 homolog 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RPS28,AT5G64140,,,,scRNA-seq,33955487,Differentially expressed gene,ribosomal protein S28
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G64460,AT5G64460,,,,scRNA-seq,33955487,Differentially expressed gene,Phosphoglycerate mutase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G65220,AT5G65220,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal L29 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G65840,AT5G65840,,,,scRNA-seq,33955487,Differentially expressed gene,Thioredoxin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G67510,AT5G67510,,,,scRNA-seq,33955487,Differentially expressed gene,Translation protein SH3-like family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G15010,AT1G15010,,,,scRNA-seq,33955487,Differentially expressed gene,mediator of RNA polymerase II transcription subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G33760,AT1G33760,,,,scRNA-seq,33955487,Differentially expressed gene,Integrase-type DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G50800,AT3G50800,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PP2-A5,AT1G65390,,,,scRNA-seq,33955487,Differentially expressed gene,phloem protein 2 A5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BZIP61,AT3G58120,,,,scRNA-seq,33955487,Differentially expressed gene,Basic-leucine zipper (bZIP) transcription factor family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP707A3,AT5G45340,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 707, subfamily A, polypeptide 3"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G35290,AT2G35290,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G15780,AT5G15780,,,,scRNA-seq,33955487,Differentially expressed gene,Pollen Ole e 1 allergen and extensin family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G27080,AT2G27080,,,,scRNA-seq,33955487,Differentially expressed gene,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G13000,AT3G13000,,,,scRNA-seq,33955487,Differentially expressed gene,"ubiquinone biosynthesis protein (Protein of unknown function, DUF547)"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G02660,AT1G02660,,,,scRNA-seq,33955487,Differentially expressed gene,alpha/beta-Hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AtIPCS1,AT3G54020,,,,scRNA-seq,33955487,Differentially expressed gene,Inositol phosphorylceramide synthase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,XTH9,AT4G03210,,,,scRNA-seq,33955487,Differentially expressed gene,xyloglucan endotransglucosylase/hydrolase 9
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G17350,AT5G17350,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP96A12,AT4G39510,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 96, subfamily A, polypeptide 12"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G78820,AT1G78820,,,,scRNA-seq,33955487,Differentially expressed gene,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BAM5,AT4G15210,,,,scRNA-seq,33955487,Differentially expressed gene,beta-amylase 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PLA2-ALPHA,AT2G06925,,,,scRNA-seq,33955487,Differentially expressed gene,Phospholipase A2 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G58690,AT3G58690,,,,scRNA-seq,33955487,Differentially expressed gene,Protein kinase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G78850,AT1G78850,,,,scRNA-seq,33955487,Differentially expressed gene,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SLAH3,AT5G24030,,,,scRNA-seq,33955487,Differentially expressed gene,SLAC1 homologue 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,KIN1,AT5G15960,,,,scRNA-seq,33955487,Differentially expressed gene,stress-responsive protein (KIN1) / stress-induced protein (KIN1)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,NATA1,AT2G39030,,,,scRNA-seq,33955487,Differentially expressed gene,Acyl-CoA N-acyltransferases (NAT) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,VSP2,AT5G24770,,,,scRNA-seq,33955487,Differentially expressed gene,vegetative storage protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RAP2.6,AT1G43160,,,,scRNA-seq,33955487,Differentially expressed gene,related to AP2 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G10585,AT1G10585,,,,scRNA-seq,33955487,Differentially expressed gene,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UGT76E12,AT3G46660,,,,scRNA-seq,33955487,Differentially expressed gene,UDP-glucosyl transferase 76E12
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G05600,AT5G05600,,,,scRNA-seq,33955487,Differentially expressed gene,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BGLU18,AT1G52400,,,,scRNA-seq,33955487,Differentially expressed gene,beta glucosidase 18
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G38240,AT2G38240,,,,scRNA-seq,33955487,Differentially expressed gene,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,JRG21,AT3G55970,,,,scRNA-seq,33955487,Differentially expressed gene,jasmonate-regulated gene 21
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EXPA10,AT1G26770,,,,scRNA-seq,33955487,Differentially expressed gene,expansin A10
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LTI78,AT5G52310,,,,scRNA-seq,33955487,Differentially expressed gene,low-temperature-responsive protein 78 (LTI78) / desiccation-responsive protein 29A (RD29A)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PNC2,AT5G27520,,,,scRNA-seq,33955487,Differentially expressed gene,peroxisomal adenine nucleotide carrier 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MT1C,AT1G07610,,,,scRNA-seq,33955487,Differentially expressed gene,metallothionein 1C
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LOX3,AT1G17420,,,,scRNA-seq,33955487,Differentially expressed gene,lipoxygenase 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G20070,AT1G20070,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G73325,AT1G73325,,,,scRNA-seq,33955487,Differentially expressed gene,Kunitz family trypsin and protease inhibitor protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ChlAKR,AT2G37770,,,,scRNA-seq,33955487,Differentially expressed gene,NAD(P)-linked oxidoreductase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,BSMT1,AT3G11480,,,,scRNA-seq,33955487,Differentially expressed gene,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G51450,AT3G51450,,,,scRNA-seq,33955487,Differentially expressed gene,Calcium-dependent phosphotriesterase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,JAZ10,AT5G13220,,,,scRNA-seq,33955487,Differentially expressed gene,jasmonate-zim-domain protein 10
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP94B3,AT3G48520,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 94, subfamily B, polypeptide 3"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CAD5,AT4G34230,,,,scRNA-seq,33955487,Differentially expressed gene,cinnamyl alcohol dehydrogenase 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GSTF6,AT1G02930,,,,scRNA-seq,33955487,Differentially expressed gene,glutathione S-transferase 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,XTH24,AT4G30270,,,,scRNA-seq,33955487,Differentially expressed gene,xyloglucan endotransglucosylase/hydrolase 24
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ADC2,AT4G34710,,,,scRNA-seq,33955487,Differentially expressed gene,arginine decarboxylase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G46650,AT3G46650,,,,scRNA-seq,33955487,Differentially expressed gene,UDP-Glycosyltransferase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EXL4,AT5G09440,,,,scRNA-seq,33955487,Differentially expressed gene,EXORDIUM like 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MBP1,AT1G52040,,,,scRNA-seq,33955487,Differentially expressed gene,myrosinase-binding protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,JAZ5,AT1G17380,,,,scRNA-seq,33955487,Differentially expressed gene,jasmonate-zim-domain protein 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AFP3,AT3G29575,,,,scRNA-seq,33955487,Differentially expressed gene,ABI five binding protein 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G33467,AT4G33467,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ILL5,AT1G51780,,,,scRNA-seq,33955487,Differentially expressed gene,IAA-amino acid hydrolase ILR1-like 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GSTU4,AT2G29460,,,,scRNA-seq,33955487,Differentially expressed gene,glutathione S-transferase tau 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HPL1,AT4G15440,,,,scRNA-seq,33955487,Differentially expressed gene,hydroperoxide lyase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CYP89A9,AT3G03470,,,,scRNA-seq,33955487,Differentially expressed gene,"cytochrome P450, family 87, subfamily A, polypeptide 9"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSAT,AT4G35630,,,,scRNA-seq,33955487,Differentially expressed gene,phosphoserine aminotransferase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,VHA-E3,AT1G64200,,,,scRNA-seq,33955487,Differentially expressed gene,vacuolar H+-ATPase subunit E 
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CAD1,AT1G72680,,,,scRNA-seq,33955487,Differentially expressed gene,cinnamyl-alcohol dehydrogenase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G66760,AT1G66760,,,,scRNA-seq,33955487,Differentially expressed gene,MATE efflux family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MYB95,AT1G74430,,,,scRNA-seq,33955487,Differentially expressed gene,myb domain protein 95
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UGT87A2,AT2G30140,,,,scRNA-seq,33955487,Differentially expressed gene,UDP-Glycosyltransferase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G52565,AT1G52565,,,,scRNA-seq,33955487,Differentially expressed gene,cytochrome P450 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G43270,AT3G43270,,,,scRNA-seq,33955487,Differentially expressed gene,Plant invertase/pectin methylesterase inhibitor superfamily
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HB-7,AT2G46680,,,,scRNA-seq,33955487,Differentially expressed gene,homeobox 7
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,JAZ8,AT1G30135,,,,scRNA-seq,33955487,Differentially expressed gene,jasmonate-zim-domain protein 8
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GSTU1,AT2G29490,,,,scRNA-seq,33955487,Differentially expressed gene,glutathione S-transferase TAU 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EFE,AT1G05010,,,,scRNA-seq,33955487,Differentially expressed gene,ethylene-forming enzyme
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G34810,AT2G34810,,,,scRNA-seq,33955487,Differentially expressed gene,FAD-binding Berberine family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AGT3,AT2G38400,,,,scRNA-seq,33955487,Differentially expressed gene,alanine:glyoxylate aminotransferase 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G17460,AT5G17460,,,,scRNA-seq,33955487,Differentially expressed gene,glutamyl-tRNA (Gln) amidotransferase subunit C
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G09500,AT1G09500,,,,scRNA-seq,33955487,Differentially expressed gene,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ELF4-L3,AT2G06255,,,,scRNA-seq,33955487,Differentially expressed gene,ELF4-like 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G53750,AT5G53750,,,,scRNA-seq,33955487,Differentially expressed gene,CBS domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ERF53,AT2G20880,,,,scRNA-seq,33955487,Differentially expressed gene,Integrase-type DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LOX4,AT1G72520,,,,scRNA-seq,33955487,Differentially expressed gene,PLAT/LH2 domain-containing lipoxygenase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CAX7,AT5G17860,,,,scRNA-seq,33955487,Differentially expressed gene,calcium exchanger 7
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G21400,AT1G21400,,,,scRNA-seq,33955487,Differentially expressed gene,Thiamin diphosphate-binding fold (THDP-binding) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PMAT1,AT5G39050,,,,scRNA-seq,33955487,Differentially expressed gene,HXXXD-type acyl-transferase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,G3Pp1,AT3G47420,,,,scRNA-seq,33955487,Differentially expressed gene,putative glycerol-3-phosphate transporter 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ERD2,AT1G29330,,,,scRNA-seq,33955487,Differentially expressed gene,ER lumen protein retaining receptor family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G62660,AT1G62660,,,,scRNA-seq,33955487,Differentially expressed gene,Glycosyl hydrolases family 32 protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PMT6,AT4G36670,,,,scRNA-seq,33955487,Differentially expressed gene,Major facilitator superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SIP4,AT2G30360,,,,scRNA-seq,33955487,Differentially expressed gene,SOS3-interacting protein 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G52450,AT5G52450,,,,scRNA-seq,33955487,Differentially expressed gene,MATE efflux family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G15356,AT3G15356,,,,scRNA-seq,33955487,Differentially expressed gene,Legume lectin family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HB-12,AT3G61890,,,,scRNA-seq,33955487,Differentially expressed gene,homeobox 12
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G04000,AT3G04000,,,,scRNA-seq,33955487,Differentially expressed gene,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PAP1,AT1G56650,,,,scRNA-seq,33955487,Differentially expressed gene,production of anthocyanin pigment 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G24145,AT1G24145,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G33540,AT4G33540,,,,scRNA-seq,33955487,Differentially expressed gene,metallo-beta-lactamase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CEJ1,AT3G50260,,,,scRNA-seq,33955487,Differentially expressed gene,cooperatively regulated by ethylene and jasmonate 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G15765,AT4G15765,,,,scRNA-seq,33955487,Differentially expressed gene,FAD/NAD(P)-binding oxidoreductase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G35070,AT2G35070,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MPK5,AT4G11330,,,,scRNA-seq,33955487,Differentially expressed gene,MAP kinase 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PARVUS,AT1G19300,,,,scRNA-seq,33955487,Differentially expressed gene,Nucleotide-diphospho-sugar transferases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AFP1,AT1G69260,,,,scRNA-seq,33955487,Differentially expressed gene,ABI five binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G44005,AT5G44005,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G14700,AT5G14700,,,,scRNA-seq,33955487,Differentially expressed gene,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G01170,AT1G01170,,,,scRNA-seq,33955487,Differentially expressed gene,ozone-responsive stress-like protein (DUF1138)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LSM2,AT1G03330,,,,scRNA-seq,33955487,Differentially expressed gene,Small nuclear ribonucleoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CPISCA,AT1G10500,,,,scRNA-seq,33955487,Differentially expressed gene,chloroplast-localized ISCA-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G14450,AT1G14450,,,,scRNA-seq,33955487,Differentially expressed gene,NADH dehydrogenase (ubiquinone)s
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G15270,AT1G15270,,,,scRNA-seq,33955487,Differentially expressed gene,Translation machinery associated TMA7
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G22140,AT1G22140,,,,scRNA-seq,33955487,Differentially expressed gene,zinc finger CCCH domain protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PFL,AT1G22780,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein S13/S18 family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G26470,AT1G26470,,,,scRNA-seq,33955487,Differentially expressed gene,chromatin modification-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G27385,AT1G27385,,,,scRNA-seq,33955487,Differentially expressed gene,phosphoribosylformylglycinamidine synthase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G27435,AT1G27435,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G27695,AT1G27695,,,,scRNA-seq,33955487,Differentially expressed gene,glycine-rich protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G30880,AT1G30880,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ACBP6,AT1G31812,,,,scRNA-seq,33955487,Differentially expressed gene,acyl-CoA-binding protein 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G32460,AT1G32460,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G36980,AT1G36980,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane 50A-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G48170,AT1G48170,,,,scRNA-seq,33955487,Differentially expressed gene,proteasome assembly chaperone
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G49032,AT1G49032,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G49140,AT1G49140,,,,scRNA-seq,33955487,Differentially expressed gene,NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (Complex I subunit NDUFS6)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TOM6,AT1G49410,,,,scRNA-seq,33955487,Differentially expressed gene,translocase of the outer mitochondrial membrane 6
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G50290,AT1G50290,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G51200,AT1G51200,,,,scRNA-seq,33955487,Differentially expressed gene,A20/AN1-like zinc finger family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G51650,AT1G51650,,,,scRNA-seq,33955487,Differentially expressed gene,ATP synthase epsilon chain
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G52220,AT1G52220,,,,scRNA-seq,33955487,Differentially expressed gene,CURVATURE THYLAKOID protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G52300,AT1G52300,,,,scRNA-seq,33955487,Differentially expressed gene,Zinc-binding ribosomal protein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G53560,AT1G53560,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L18ae family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G54500,AT1G54500,,,,scRNA-seq,33955487,Differentially expressed gene,Rubredoxin-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ACP3,AT1G54630,,,,scRNA-seq,33955487,Differentially expressed gene,acyl carrier protein 3
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G55675,AT1G55675,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G56045,AT1G56045,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L41 family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EMB1303,AT1G56200,,,,scRNA-seq,33955487,Differentially expressed gene,embryo defective 1303
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G57540,AT1G57540,,,,scRNA-seq,33955487,Differentially expressed gene,40S ribosomal protein
