Gene stable ID,TAIR Gene Name ID
AT5G17700,AT5G17700
AT4G05060,AT4G05060
AT5G64950,AT5G64950
AT5G18360,AT5G18360
AT3G21940,AT3G21940
AT5G58900,AT5G58900
AT4G14165,AT4G14165
AT1G17970,AT1G17970
AT5G66910,AT5G66910
AT1G13920,AT1G13920
AT5G54950,AT5G54950
AT5G19480,AT5G19480
AT5G54920,AT5G54920
AT3G57630,AT3G57630
AT4G08250,AT4G08250
AT4G11800,AT4G11800
AT2G04420,AT2G04420
AT1G18090,AT1G18090
AT3G30387,AT3G30387
AT2G42510,AT2G42510
AT4G11950,AT4G11950
AT2G30310,AT2G30310
AT1G13000,AT1G13000
AT5G57510,AT5G57510
AT2G04810,AT2G04810
AT4G14300,AT4G14300
AT1G52600,AT1G52600
AT2G03931,AT2G03931
AT5G53340,AT5G53340
AT2G27420,AT2G27420
AT5G46650,AT5G46650
AT3G50808,AT3G50808
AT2G07644,AT2G07644
AT5G15430,AT5G15430
AT5G07650,AT5G07650
AT5G23910,AT5G23910
AT3G09870,AT3G09870
AT2G34740,AT2G34740
AT1G33610,AT1G33610
AT5G67200,AT5G67200
AT5G41690,AT5G41690
AT1G12200,AT1G12200
AT5G42450,AT5G42450
AT5G17270,AT5G17270
AT3G06170,AT3G06170
AT3G07540,AT3G07540
AT5G47350,AT5G47350
AT2G29679,AT2G29679
AT5G55135,AT5G55135
AT1G56020,AT1G56020
AT5G53740,AT5G53740
AT1G71240,AT1G71240
AT3G25597,AT3G25597
AT1G12411,AT1G12411
AT1G55210,AT1G55210
AT2G21630,AT2G21630
AT5G59100,AT5G59100
AT3G14170,AT3G14170
AT1G29730,AT1G29730
AT5G18140,AT5G18140
AT3G15080,AT3G15080
AT3G16730,AT3G16730
AT1G05080,AT1G05080
AT2G18340,AT2G18340
AT1G52630,AT1G52630
AT5G57960,AT5G57960
AT2G12875,AT2G12875
AT5G10800,AT5G10800
AT1G80470,AT1G80470
AT5G44567,AT5G44567
AT2G22400,AT2G22400
AT5G08055,AT5G08055
AT4G25270,AT4G25270
AT5G37870,AT5G37870
AT2G47970,AT2G47970
AT1G01080,AT1G01080
AT5G18800,AT5G18800
AT4G30040,AT4G30040
AT1G73210,AT1G73210
AT1G48730,AT1G48730
AT4G17240,AT4G17240
AT1G10180,AT1G10180
AT1G53790,AT1G53790
AT3G24870,AT3G24870
AT1G07175,AT1G07175
AT5G28235,AT5G28235
AT5G50665,AT5G50665
AT5G43310,AT5G43310
AT3G55180,AT3G55180
AT2G48080,AT2G48080
AT4G24310,AT4G24310
AT1G59850,AT1G59850
AT1G62421,AT1G62421
AT5G07670,AT5G07670
AT1G65130,AT1G65130
AT5G07490,AT5G07490
AT3G19970,AT3G19970
AT5G40980,AT5G40980
AT2G24690,AT2G24690
AT1G62900,AT1G62900
AT1G63205,AT1G63205
AT5G38620,AT5G38620
AT4G35785,AT4G35785
AT4G02090,AT4G02090
AT2G41930,AT2G41930
AT1G56060,AT1G56060
AT5G15790,AT5G15790
AT4G19090,AT4G19090
AT2G41400,AT2G41400
AT5G32470,AT5G32470
AT2G36840,AT2G36840
AT3G48131,AT3G48131
AT2G41550,AT2G41550
AT5G26955,AT5G26955
AT2G46140,AT2G46140
AT2G04840,AT2G04840
AT1G10490,AT1G10490
AT5G02870,AT5G02870
AT4G31390,AT4G31390
AT4G21700,AT4G21700
AT1G78260,AT1G78260
AT1G09880,AT1G09880
AT2G19130,AT2G19130
AT2G22880,AT2G22880
AT5G50760,AT5G50760
AT3G14060,AT3G14060
AT5G44090,AT5G44090
AT3G61680,AT3G61680
AT3G10590,AT3G10590
AT2G34080,AT2G34080
AT1G59630,AT1G59630
AT3G58130,AT3G58130
AT2G14110,AT2G14110
AT1G17640,AT1G17640
AT4G01310,AT4G01310
AT3G20240,AT3G20240
AT4G33970,AT4G33970
AT3G02890,AT3G02890
AT4G30690,AT4G30690
AT3G10572,AT3G10572
AT1G31150,AT1G31150
AT1G59865,AT1G59865
AT1G79780,AT1G79780
AT3G13228,AT3G13228
AT1G25150,AT1G25150
AT1G72141,AT1G72141
AT5G42690,AT5G42690
AT1G57550,AT1G57550
AT1G03050,AT1G03050
AT1G16825,AT1G16825
AT2G39340,AT2G39340
AT5G27170,AT5G27170
AT3G13800,AT3G13800
AT1G66810,AT1G66810
AT3G19340,AT3G19340
AT4G23910,AT4G23910
AT1G67270,AT1G67270
AT1G42480,AT1G42480
AT2G41170,AT2G41170
AT1G69900,AT1G69900
AT3G52060,AT3G52060
AT4G08400,AT4G08400
AT3G43645,AT3G43645
AT4G33930,AT4G33930
AT4G14780,AT4G14780
AT5G09370,AT5G09370
AT4G16220,AT4G16220
AT4G12590,AT4G12590
AT3G15920,AT3G15920
AT1G68450,AT1G68450
AT3G22345,AT3G22345
AT1G54590,AT1G54590
AT4G08540,AT4G08540
AT2G43320,AT2G43320
AT1G27020,AT1G27020
AT3G19890,AT3G19890
AT1G06690,AT1G06690
AT3G16080,AT3G16080
AT3G13310,AT3G13310
AT2G41640,AT2G41640
AT3G49000,AT3G49000
AT3G48940,AT3G48940
AT3G41762,AT3G41762
AT2G26340,AT2G26340
AT5G18310,AT5G18310
AT1G35435,AT1G35435
AT5G36228,AT5G36228
AT4G33710,AT4G33710
AT4G22620,AT4G22620
AT3G56720,AT3G56720
AT2G19630,AT2G19630
AT1G45180,AT1G45180
AT2G40920,AT2G40920
AT4G10360,AT4G10360
AT2G25150,AT2G25150
AT4G14730,AT4G14730
AT5G22180,AT5G22180
AT3G19370,AT3G19370
AT2G42865,AT2G42865
AT5G60050,AT5G60050
AT1G04840,AT1G04840
AT4G10600,AT4G10600
AT4G25040,AT4G25040
AT1G62050,AT1G62050
AT4G09350,AT4G09350
AT1G24851,AT1G24851
AT4G15245,AT4G15245
AT2G21100,AT2G21100
AT3G21910,AT3G21910
AT1G22885,AT1G22885
AT3G61540,AT3G61540
AT2G22440,AT2G22440
AT1G54450,AT1G54450
AT1G22730,AT1G22730
AT1G29710,AT1G29710
AT5G38030,AT5G38030
AT1G33760,AT1G33760
AT1G67700,AT1G67700
AT5G16410,AT5G16410
AT1G70430,AT1G70430
AT3G52920,AT3G52920
AT5G36380,AT5G36380
AT4G32350,AT4G32350
AT1G55270,AT1G55270
AT4G28755,AT4G28755
AT5G47600,AT5G47600
AT3G30770,AT3G30770
AT3G10860,AT3G10860
AT2G21120,AT2G21120
AT5G50330,AT5G50330
AT5G42710,AT5G42710
AT2G37020,AT2G37020
AT3G23530,AT3G23530
AT4G22720,AT4G22720
AT1G73560,AT1G73560
AT5G28660,AT5G28660
AT5G55870,AT5G55870
AT4G33230,AT4G33230
AT1G47390,AT1G47390
AT4G30470,AT4G30470
AT4G29548,AT4G29548
AT5G41761,AT5G41761
AT1G44760,AT1G44760
AT4G02920,AT4G02920
AT5G05598,AT5G05598
AT3G23122,AT3G23122
AT3G16432,AT3G16432
AT4G20350,AT4G20350
AT5G08600,AT5G08600
AT5G33390,AT5G33390
AT4G09190,AT4G09190
AT2G31420,AT2G31420
AT5G56940,AT5G56940
AT1G61340,AT1G61340
AT1G35430,AT1G35430
AT3G42565,AT3G42565
AT3G12550,AT3G12550
AT5G57890,AT5G57890
AT2G27313,AT2G27313
AT2G18780,AT2G18780
AT5G12890,AT5G12890
AT2G47850,AT2G47850
AT1G14250,AT1G14250
AT4G34760,AT4G34760
AT1G78880,AT1G78880
AT1G72660,AT1G72660
AT2G46495,AT2G46495
AT1G32740,AT1G32740
AT1G29600,AT1G29600
AT3G08660,AT3G08660
AT1G67856,AT1G67856
AT1G65070,AT1G65070
AT3G17350,AT3G17350
AT5G66595,AT5G66595
AT1G29195,AT1G29195
AT5G06640,AT5G06640
AT3G54210,AT3G54210
AT5G61400,AT5G61400
AT3G55050,AT3G55050
AT5G50890,AT5G50890
AT5G37670,AT5G37670
AT5G22440,AT5G22440
AT5G04080,AT5G04080
AT1G72620,AT1G72620
AT1G60650,AT1G60650
AT5G17370,AT5G17370
AT3G10430,AT3G10430
AT1G18440,AT1G18440
AT1G68580,AT1G68580
AT5G27220,AT5G27220
AT1G80245,AT1G80245
AT5G44990,AT5G44990
AT3G11920,AT3G11920
AT1G49750,AT1G49750
AT2G04740,AT2G04740
AT1G12130,AT1G12130
AT5G53970,AT5G53970
AT2G36930,AT2G36930
AT4G22467,AT4G22467
AT1G13755,AT1G13755
AT5G01895,AT5G01895
AT2G39270,AT2G39270
AT3G14280,AT3G14280
AT3G11890,AT3G11890
AT3G04130,AT3G04130
AT5G11560,AT5G11560
AT1G24310,AT1G24310
AT1G10620,AT1G10620
AT5G03930,AT5G03930
AT3G11580,AT3G11580
AT1G52905,AT1G52905
AT4G15545,AT4G15545
AT1G61165,AT1G61165
AT2G07696,AT2G07696
AT3G19200,AT3G19200
AT2G23985,AT2G23985
AT1G19070,AT1G19070
AT4G32110,AT4G32110
AT5G03355,AT5G03355
AT1G64360,AT1G64360
AT5G58370,AT5G58370
AT4G04630,AT4G04630
AT3G21290,AT3G21290
AT3G28155,AT3G28155
AT3G27415,AT3G27415
AT5G40900,AT5G40900
AT4G39230,AT4G39230
AT1G51830,AT1G51830
AT5G65480,AT5G65480
AT5G58000,AT5G58000
AT5G24430,AT5G24430
AT4G27460,AT4G27460
AT2G17033,AT2G17033
AT3G56050,AT3G56050
AT3G21420,AT3G21420
AT3G14390,AT3G14390
AT2G17920,AT2G17920
AT3G24929,AT3G24929
AT1G44890,AT1G44890
AT2G05632,AT2G05632
AT4G12490,AT4G12490
AT5G60430,AT5G60430
AT5G27880,AT5G27880
AT5G02070,AT5G02070
AT1G55890,AT1G55890
AT5G03555,AT5G03555
AT1G55475,AT1G55475
AT1G33260,AT1G33260
AT4G35485,AT4G35485
AT3G29740,AT3G29740
AT5G27889,AT5G27889
AT3G23680,AT3G23680
AT2G18090,AT2G18090
AT1G13195,AT1G13195
AT2G12945,AT2G12945
AT1G21080,AT1G21080
AT2G25905,AT2G25905
AT5G26160,AT5G26160
AT5G06980,AT5G06980
AT5G06810,AT5G06810
AT4G30700,AT4G30700
AT1G23330,AT1G23330
AT1G72850,AT1G72850
AT5G17040,AT5G17040
AT2G36000,AT2G36000
AT4G15710,AT4G15710
AT2G12290,AT2G12290
AT3G45470,AT3G45470
AT5G22850,AT5G22850
AT3G21825,AT3G21825
AT2G27402,AT2G27402
AT5G04520,AT5G04520
AT3G04540,AT3G04540
AT3G62510,AT3G62510
AT1G26610,AT1G26610
AT1G11303,AT1G11303
AT3G23633,AT3G23633
AT5G22505,AT5G22505
AT1G48210,AT1G48210
AT3G62640,AT3G62640
AT5G51465,AT5G51465
AT5G65685,AT5G65685
AT3G06880,AT3G06880
AT5G25640,AT5G25640
AT5G09780,AT5G09780
AT4G12545,AT4G12545
AT3G55700,AT3G55700
AT5G62400,AT5G62400
AT3G02010,AT3G02010
AT5G54410,AT5G54410
AT5G03795,AT5G03795
AT4G11030,AT4G11030
AT4G00238,AT4G00238
AT3G53310,AT3G53310
AT4G36010,AT4G36010
AT2G36920,AT2G36920
AT3G26080,AT3G26080
AT3G17261,AT3G17261
AT1G06000,AT1G06000
AT5G47860,AT5G47860
AT5G28620,AT5G28620
AT1G37113,AT1G37113
AT1G55280,AT1G55280
AT4G00920,AT4G00920
AT4G22513,AT4G22513
AT5G42570,AT5G42570
AT4G32340,AT4G32340
AT3G26350,AT3G26350
AT2G13547,AT2G13547
AT2G26230,AT2G26230
AT1G66020,AT1G66020
AT5G45960,AT5G45960
AT3G56120,AT3G56120
AT5G61120,AT5G61120
AT3G22720,AT3G22720
AT4G19985,AT4G19985
AT3G60150,AT3G60150
AT5G38540,AT5G38540
AT3G19035,AT3G19035
AT3G03130,AT3G03130
AT3G49740,AT3G49740
AT5G57210,AT5G57210
AT5G25756,AT5G25756
AT1G33600,AT1G33600
AT3G26010,AT3G26010
AT3G19530,AT3G19530
AT2G40010,AT2G40010
AT1G30972,AT1G30972
AT1G67635,AT1G67635
AT5G43730,AT5G43730
AT3G45870,AT3G45870
AT3G16150,AT3G16150
AT4G39530,AT4G39530
AT5G28390,AT5G28390
AT5G14560,AT5G14560
AT3G52480,AT3G52480
AT4G37230,AT4G37230
AT3G22180,AT3G22180
AT1G78310,AT1G78310
AT2G07728,AT2G07728
AT5G61200,AT5G61200
AT5G46910,AT5G46910
AT5G07960,AT5G07960
AT5G47160,AT5G47160
AT1G53210,AT1G53210
AT1G68945,AT1G68945
AT3G05390,AT3G05390
AT1G51310,AT1G51310
AT3G15000,AT3G15000
AT2G27370,AT2G27370
AT3G05860,AT3G05860
AT1G29240,AT1G29240
AT1G45403,AT1G45403
AT4G20835,AT4G20835
AT5G35195,AT5G35195
AT3G20490,AT3G20490
AT3G01327,AT3G01327
AT5G54450,AT5G54450
AT4G25780,AT4G25780
AT1G15790,AT1G15790
AT1G61930,AT1G61930
AT1G48360,AT1G48360
AT4G24860,AT4G24860
AT1G10657,AT1G10657
AT2G37950,AT2G37950
AT1G65000,AT1G65000
AT5G06043,AT5G06043
AT4G10130,AT4G10130
AT3G03030,AT3G03030
AT2G32020,AT2G32020
AT1G79260,AT1G79260
AT1G28135,AT1G28135
AT4G22370,AT4G22370
AT3G62060,AT3G62060
AT2G28570,AT2G28570
AT1G57850,AT1G57850
AT1G43690,AT1G43690
AT4G15810,AT4G15810
AT3G22845,AT3G22845
AT2G30695,AT2G30695
AT1G10790,AT1G10790
AT5G06520,AT5G06520
AT5G23890,AT5G23890
AT3G24513,AT3G24513
AT4G06688,AT4G06688
AT3G02340,AT3G02340
AT4G25710,AT4G25710
AT1G51400,AT1G51400
AT5G26890,AT5G26890
AT1G74330,AT1G74330
AT4G08267,AT4G08267
AT5G65810,AT5G65810
AT3G59580,AT3G59580
AT1G13190,AT1G13190
AT3G24750,AT3G24750
AT2G16290,AT2G16290
AT5G36730,AT5G36730
AT5G59980,AT5G59980
AT2G34100,AT2G34100
AT3G45180,AT3G45180
AT2G40410,AT2G40410
AT4G15980,AT4G15980
AT5G59680,AT5G59680
AT3G45880,AT3G45880
AT3G43110,AT3G43110
AT5G53640,AT5G53640
AT3G43430,AT3G43430
AT2G39355,AT2G39355
AT3G06280,AT3G06280
AT1G31080,AT1G31080
AT1G16930,AT1G16930
AT3G47295,AT3G47295
AT2G22942,AT2G22942
AT5G45420,AT5G45420
AT4G08960,AT4G08960
AT4G03010,AT4G03010
AT5G27850,AT5G27850
AT3G48600,AT3G48600
AT1G53550,AT1G53550
AT3G26920,AT3G26920
AT5G10210,AT5G10210
AT1G11340,AT1G11340
AT1G76590,AT1G76590
AT3G15780,AT3G15780
AT5G09430,AT5G09430
AT4G34070,AT4G34070
AT5G43790,AT5G43790
AT5G57830,AT5G57830
AT1G33030,AT1G33030
AT3G28690,AT3G28690
AT5G35760,AT5G35760
AT5G18370,AT5G18370
AT4G29760,AT4G29760
AT3G19553,AT3G19553
AT5G57300,AT5G57300
AT3G60260,AT3G60260
AT3G45750,AT3G45750
AT1G05270,AT1G05270
AT4G33820,AT4G33820
AT3G24000,AT3G24000
AT5G01990,AT5G01990
AT3G01400,AT3G01400
AT2G37980,AT2G37980
AT1G51270,AT1G51270
AT1G17780,AT1G17780
AT2G07505,AT2G07505
AT5G41980,AT5G41980
AT3G46260,AT3G46260
AT3G29250,AT3G29250
AT4G08580,AT4G08580
AT3G52470,AT3G52470
AT1G64583,AT1G64583
AT5G59600,AT5G59600
AT1G22650,AT1G22650
AT3G62260,AT3G62260
AT3G47850,AT3G47850
AT1G61000,AT1G61000
AT1G80980,AT1G80980
AT5G12300,AT5G12300
AT4G29470,AT4G29470
AT2G30140,AT2G30140
AT4G16530,AT4G16530
AT3G56770,AT3G56770
AT3G09570,AT3G09570
AT2G25215,AT2G25215
AT1G16560,AT1G16560
AT1G10810,AT1G10810
AT2G05060,AT2G05060
AT5G53580,AT5G53580
AT4G15650,AT4G15650
AT5G27570,AT5G27570
AT2G18190,AT2G18190
AT4G17310,AT4G17310
AT1G01780,AT1G01780
AT1G20795,AT1G20795
AT3G30280,AT3G30280
AT4G23500,AT4G23500
AT2G13295,AT2G13295
AT4G09430,AT4G09430
AT1G19370,AT1G19370
AT1G14686,AT1G14686
AT4G20170,AT4G20170
AT2G36770,AT2G36770
AT5G10080,AT5G10080
AT1G56345,AT1G56345
AT1G15860,AT1G15860
AT1G67690,AT1G67690
AT4G27565,AT4G27565
AT2G42930,AT2G42930
AT3G24715,AT3G24715
AT3G53010,AT3G53010
AT3G21000,AT3G21000
AT1G51800,AT1G51800
AT1G02540,AT1G02540
AT4G20620,AT4G20620
AT1G62333,AT1G62333
AT5G49660,AT5G49660
AT5G35510,AT5G35510
AT4G32510,AT4G32510
AT3G42995,AT3G42995
AT5G54780,AT5G54780
AT2G01580,AT2G01580
AT3G25810,AT3G25810
AT1G53040,AT1G53040
AT2G06555,AT2G06555
AT1G27490,AT1G27490
AT1G50340,AT1G50340
AT2G43460,AT2G43460
AT5G58660,AT5G58660
AT2G41355,AT2G41355
AT4G21080,AT4G21080
AT1G21740,AT1G21740
AT2G38365,AT2G38365
AT2G01913,AT2G01913
AT4G02810,AT4G02810
AT1G49200,AT1G49200
AT1G13130,AT1G13130
AT5G67140,AT5G67140
AT1G53035,AT1G53035
AT3G13020,AT3G13020
AT1G55755,AT1G55755
AT5G65620,AT5G65620
AT5G38920,AT5G38920
AT5G09570,AT5G09570
AT3G49080,AT3G49080
AT3G48070,AT3G48070
AT2G02570,AT2G02570
AT5G46780,AT5G46780
AT4G09450,AT4G09450
AT3G15690,AT3G15690
AT2G07613,AT2G07613
AT5G09270,AT5G09270
AT5G52820,AT5G52820
AT3G55790,AT3G55790
AT3G21300,AT3G21300
AT4G00250,AT4G00250
AT1G55820,AT1G55820
AT4G07350,AT4G07350
AT1G78140,AT1G78140
AT5G56120,AT5G56120
AT4G24830,AT4G24830
AT1G30290,AT1G30290
AT1G33670,AT1G33670
AT5G22550,AT5G22550
AT3G62110,AT3G62110
AT3G06340,AT3G06340
AT5G11940,AT5G11940
AT5G64270,AT5G64270
AT5G64640,AT5G64640
AT1G26160,AT1G26160
AT4G00600,AT4G00600
AT1G69840,AT1G69840
AT1G28260,AT1G28260
AT2G37530,AT2G37530
AT2G46740,AT2G46740
AT5G48680,AT5G48680
AT5G56810,AT5G56810
AT5G04350,AT5G04350
AT4G18340,AT4G18340
AT5G11240,AT5G11240
AT3G59450,AT3G59450
AT1G09730,AT1G09730
AT1G05894,AT1G05894
AT3G19508,AT3G19508
AT5G06430,AT5G06430
AT3G61720,AT3G61720
AT3G07140,AT3G07140
AT4G08380,AT4G08380
AT3G60490,AT3G60490
AT5G44572,AT5G44572
AT5G37340,AT5G37340
AT2G28400,AT2G28400
AT5G23690,AT5G23690
AT5G08100,AT5G08100
AT4G10530,AT4G10530
AT4G13730,AT4G13730
AT2G38695,AT2G38695
AT2G16510,AT2G16510
AT1G15110,AT1G15110
AT1G75050,AT1G75050
AT3G56750,AT3G56750
AT3G24210,AT3G24210
AT4G35890,AT4G35890
AT2G17990,AT2G17990
AT1G30680,AT1G30680
AT5G13620,AT5G13620
AT5G44980,AT5G44980
AT1G50080,AT1G50080
AT1G55265,AT1G55265
AT2G03870,AT2G03870
AT3G46370,AT3G46370
AT4G27745,AT4G27745
AT5G58980,AT5G58980
AT3G48390,AT3G48390
AT3G19010,AT3G19010
AT4G06479,AT4G06479
AT1G53870,AT1G53870
AT1G16760,AT1G16760
AT3G59840,AT3G59840
AT4G33840,AT4G33840
AT1G09330,AT1G09330
AT4G12830,AT4G12830
AT4G15075,AT4G15075
AT3G53680,AT3G53680
AT4G27790,AT4G27790
AT1G72200,AT1G72200
AT5G16680,AT5G16680
AT2G47500,AT2G47500
AT1G11684,AT1G11684
AT2G21420,AT2G21420
AT4G02220,AT4G02220
AT5G02930,AT5G02930
AT2G22807,AT2G22807
AT5G01050,AT5G01050
AT1G34822,AT1G34822
AT2G30220,AT2G30220
AT5G65495,AT5G65495
AT3G61080,AT3G61080
AT5G52970,AT5G52970
AT5G51890,AT5G51890
AT5G58210,AT5G58210
AT4G27640,AT4G27640
AT4G26920,AT4G26920
AT4G23000,AT4G23000
AT2G47210,AT2G47210
AT5G17840,AT5G17840
AT2G47120,AT2G47120
AT1G12660,AT1G12660
AT1G48610,AT1G48610
AT1G23450,AT1G23450
AT5G47980,AT5G47980
AT3G45850,AT3G45850
AT1G29640,AT1G29640
AT3G23740,AT3G23740
AT1G27240,AT1G27240
AT3G49725,AT3G49725
AT1G60610,AT1G60610
AT1G67300,AT1G67300
AT5G51340,AT5G51340
AT5G67640,AT5G67640
AT4G16045,AT4G16045
AT2G19980,AT2G19980
AT1G61760,AT1G61760
AT1G24290,AT1G24290
AT2G21040,AT2G21040
AT2G40660,AT2G40660
AT1G43670,AT1G43670
AT2G19610,AT2G19610
AT3G44703,AT3G44703
AT2G10260,AT2G10260
AT4G22470,AT4G22470
AT2G14285,AT2G14285
AT5G56770,AT5G56770
AT3G14910,AT3G14910
AT5G41460,AT5G41460
AT2G22370,AT2G22370
AT1G49930,AT1G49930
AT1G49245,AT1G49245
AT3G11390,AT3G11390
AT5G48290,AT5G48290
AT5G35698,AT5G35698
AT4G01440,AT4G01440
AT1G69290,AT1G69290
AT2G44140,AT2G44140
AT5G43870,AT5G43870
AT1G56555,AT1G56555
AT4G29400,AT4G29400
AT3G14460,AT3G14460
AT3G18773,AT3G18773
AT1G74140,AT1G74140
AT5G28288,AT5G28288
AT4G38905,AT4G38905
AT3G04020,AT3G04020
AT5G06330,AT5G06330
AT5G05670,AT5G05670
AT3G07640,AT3G07640
AT5G10070,AT5G10070
AT5G01660,AT5G01660
AT2G42660,AT2G42660
AT1G62310,AT1G62310
AT5G41320,AT5G41320
AT4G37880,AT4G37880
AT4G28990,AT4G28990
AT1G65985,AT1G65985
AT5G14160,AT5G14160
AT5G14090,AT5G14090
AT2G21830,AT2G21830
AT2G17070,AT2G17070
AT3G18280,AT3G18280
AT2G17580,AT2G17580
AT1G63820,AT1G63820
AT5G35540,AT5G35540
AT5G14080,AT5G14080
AT1G19340,AT1G19340
AT3G06545,AT3G06545
AT5G39000,AT5G39000
AT4G24100,AT4G24100
AT3G58900,AT3G58900
AT2G15740,AT2G15740
AT1G33800,AT1G33800
AT1G67235,AT1G67235
AT4G01040,AT4G01040
AT2G16800,AT2G16800
AT5G34828,AT5G34828
AT2G44060,AT2G44060
AT4G32330,AT4G32330
AT3G14075,AT3G14075
AT1G05070,AT1G05070
AT1G20430,AT1G20430
AT5G28180,AT5G28180
AT5G12960,AT5G12960
AT5G58950,AT5G58950
AT2G12880,AT2G12880
AT4G33810,AT4G33810
AT4G31530,AT4G31530
AT1G04650,AT1G04650
AT1G78150,AT1G78150
AT3G48475,AT3G48475
AT3G07120,AT3G07120
AT5G60320,AT5G60320
AT5G41900,AT5G41900
AT1G20670,AT1G20670
AT1G73550,AT1G73550
AT3G62590,AT3G62590
AT1G75200,AT1G75200
AT1G14650,AT1G14650
AT2G02170,AT2G02170
AT2G04700,AT2G04700
AT4G28350,AT4G28350
AT5G44150,AT5G44150
AT4G05400,AT4G05400
AT4G12520,AT4G12520
AT1G66690,AT1G66690
AT2G18070,AT2G18070
AT5G56910,AT5G56910
AT5G57580,AT5G57580
AT1G27550,AT1G27550
AT3G22230,AT3G22230
AT5G39150,AT5G39150
AT1G60130,AT1G60130
AT1G66910,AT1G66910
AT1G76980,AT1G76980
AT5G19670,AT5G19670
AT3G24080,AT3G24080
AT2G01740,AT2G01740
AT1G49250,AT1G49250
AT5G37940,AT5G37940
AT3G18380,AT3G18380
AT5G05350,AT5G05350
AT4G01570,AT4G01570
AT2G20515,AT2G20515
AT3G05810,AT3G05810
AT1G60060,AT1G60060
AT4G27860,AT4G27860
AT3G22350,AT3G22350
AT2G31090,AT2G31090
AT3G05620,AT3G05620
AT5G14480,AT5G14480
AT3G03150,AT3G03150
AT2G38740,AT2G38740
AT1G70790,AT1G70790
AT5G14600,AT5G14600
AT4G22505,AT4G22505
AT5G58800,AT5G58800
AT5G52480,AT5G52480
AT5G14285,AT5G14285
AT4G04423,AT4G04423
AT1G08125,AT1G08125
AT5G56452,AT5G56452
AT5G17560,AT5G17560
AT4G04180,AT4G04180
AT5G60870,AT5G60870
AT2G47630,AT2G47630
AT1G06790,AT1G06790
AT2G33280,AT2G33280
AT1G27535,AT1G27535
AT2G07779,AT2G07779
AT3G27185,AT3G27185
AT1G28410,AT1G28410
AT2G26680,AT2G26680
AT4G22870,AT4G22870
AT3G15800,AT3G15800
AT1G47657,AT1G47657
AT3G26115,AT3G26115
AT3G26890,AT3G26890
AT5G55440,AT5G55440
AT1G26460,AT1G26460
AT1G70130,AT1G70130
AT5G45040,AT5G45040
AT2G29810,AT2G29810
AT2G39520,AT2G39520
AT3G42140,AT3G42140
AT4G26880,AT4G26880
AT3G62350,AT3G62350
AT4G12370,AT4G12370
AT3G20800,AT3G20800
AT5G45500,AT5G45500
AT1G43171,AT1G43171
AT5G05890,AT5G05890
AT1G60000,AT1G60000
AT5G09876,AT5G09876
AT2G11522,AT2G11522
AT4G05470,AT4G05470
AT2G25297,AT2G25297
AT5G55510,AT5G55510
AT3G60650,AT3G60650
AT1G47770,AT1G47770
AT1G51770,AT1G51770
AT5G05990,AT5G05990
AT4G10950,AT4G10950
AT3G48344,AT3G48344
AT5G61910,AT5G61910
AT1G19835,AT1G19835
AT2G24100,AT2G24100
AT1G69526,AT1G69526
AT1G14020,AT1G14020
AT5G62680,AT5G62680
AT5G24080,AT5G24080
AT5G08390,AT5G08390
AT2G28680,AT2G28680
AT1G13780,AT1G13780
AT4G13955,AT4G13955
AT2G19230,AT2G19230
AT2G39970,AT2G39970
AT5G24890,AT5G24890
AT3G20557,AT3G20557
AT4G19870,AT4G19870
AT5G53680,AT5G53680
AT1G64880,AT1G64880
AT2G43445,AT2G43445
AT4G03260,AT4G03260
AT4G10490,AT4G10490
AT5G44960,AT5G44960
AT4G12870,AT4G12870
AT4G27610,AT4G27610
AT5G23115,AT5G23115
AT5G44065,AT5G44065
AT5G16120,AT5G16120
AT1G59833,AT1G59833
AT1G61920,AT1G61920
AT3G55080,AT3G55080
AT2G40500,AT2G40500
AT5G28885,AT5G28885
AT3G48640,AT3G48640
AT1G30720,AT1G30720
AT3G28840,AT3G28840
AT2G39000,AT2G39000
AT1G22510,AT1G22510
AT5G45020,AT5G45020
AT1G64107,AT1G64107
AT1G01355,AT1G01355
AT1G35150,AT1G35150
AT4G01460,AT4G01460
AT1G31790,AT1G31790
AT2G26860,AT2G26860
AT4G24530,AT4G24530
AT1G10715,AT1G10715
AT1G56220,AT1G56220
AT4G04580,AT4G04580
AT1G59675,AT1G59675
AT3G45310,AT3G45310
AT3G23480,AT3G23480
AT4G23940,AT4G23940
AT5G35640,AT5G35640
AT2G14870,AT2G14870
AT4G17390,AT4G17390
AT4G28180,AT4G28180
AT3G28830,AT3G28830
AT2G13690,AT2G13690
AT5G05600,AT5G05600
AT2G33590,AT2G33590
AT1G11970,AT1G11970
AT1G60760,AT1G60760
AT2G44580,AT2G44580
AT3G01960,AT3G01960
AT2G03410,AT2G03410
AT5G51900,AT5G51900
AT4G39380,AT4G39380
AT1G21830,AT1G21830
AT1G34470,AT1G34470
AT5G48240,AT5G48240
AT4G26460,AT4G26460
AT3G23420,AT3G23420
AT5G57640,AT5G57640
AT5G39140,AT5G39140
AT3G56880,AT3G56880
AT5G48335,AT5G48335
AT3G59660,AT3G59660
AT1G20990,AT1G20990
AT5G67340,AT5G67340
AT2G23100,AT2G23100
AT5G35320,AT5G35320
AT5G52850,AT5G52850
AT4G26965,AT4G26965
AT2G45990,AT2G45990
AT5G28295,AT5G28295
AT1G09995,AT1G09995
AT5G52070,AT5G52070
